razdel,razdel_name,vr,vr_name
0412,Другие вопросы в области национальной экономики,530,Субвенции
0412,Другие вопросы в области национальной экономики,540,Иные межбюджетные трансферты
0412,Другие вопросы в области национальной экономики,611,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0412,Другие вопросы в области национальной экономики,612,Субсидии бюджетным учреждениям на иные цели
0412,Другие вопросы в области национальной экономики,613,Гранты в форме субсидии бюджетным учреждениям
0412,Другие вопросы в области национальной экономики,614,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания в рамках исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
0412,Другие вопросы в области национальной экономики,615,"Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере, предоставляемые бюджетным учреждениям по результатам отбора исполнителей услуг"
0412,Другие вопросы в области национальной экономики,621,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0412,Другие вопросы в области национальной экономики,622,Субсидии автономным учреждениям на иные цели
0412,Другие вопросы в области национальной экономики,623,Гранты в форме субсидии автономным учреждениям
0412,Другие вопросы в области национальной экономики,624,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания в рамках исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
0412,Другие вопросы в области национальной экономики,625,"Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере, предоставляемые автономным учреждениям по результатам отбора исполнителей услуг"
0412,Другие вопросы в области национальной экономики,631,Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат
0412,Другие вопросы в области национальной экономики,632,"Субсидии (гранты в форме субсидий), подлежащие казначейскому сопровождению"
0412,Другие вопросы в области национальной экономики,633,"Субсидии (гранты в форме субсидий), не подлежащие казначейскому сопровождению"
0412,Другие вопросы в области национальной экономики,635,Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
0412,Другие вопросы в области национальной экономики,811,"Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг"
0412,Другие вопросы в области национальной экономики,812,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией товаров), выполнением работ, оказанием услуг, подлежащие казначейскому сопровождению"
0412,Другие вопросы в области национальной экономики,813,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг, не подлежащие казначейскому сопровождению"
0412,Другие вопросы в области национальной экономики,815,Субсидии юридическим лицам на осуществление капитальных вложений в объекты недвижимого имущества
0412,Другие вопросы в области национальной экономики,816,Субсидии в целях финансового обеспечения (возмещения) исполнения государственного (муниципального) социального заказа на оказание государственных (муниципальных) услуг в социальной сфере
0412,Другие вопросы в области национальной экономики,824,"Субсидии государственным корпорациям (компаниям), публично-правовым компаниям на иные цели"
0412,Другие вопросы в области национальной экономики,831,Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению причиненного вреда
0412,Другие вопросы в области национальной экономики,842,Исполнение государственных гарантий субъекта Российской Федерации
0412,Другие вопросы в области национальной экономики,843,Исполнение муниципальных гарантий
0412,Другие вопросы в области национальной экономики,851,Уплата налога на имущество организаций и земельного налога
0412,Другие вопросы в области национальной экономики,852,"Уплата прочих налогов, сборов"
0412,Другие вопросы в области национальной экономики,853,Уплата иных платежей
0412,Другие вопросы в области национальной экономики,862,Взносы в международные организации
0412,Другие вопросы в области национальной экономики,870,Резервные средства
0501,Жилищное хозяйство,111,Фонд оплаты труда учреждений
0501,Жилищное хозяйство,112,"Иные выплаты персоналу учреждений, за исключением фонда оплаты труда"
0501,Жилищное хозяйство,119,Взносы по обязательному социальному страхованию на выплаты по оплате труда работников и иные выплаты работникам учреждений
0501,Жилищное хозяйство,242,"Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий"
0501,Жилищное хозяйство,243,"Закупка товаров, работ и услуг в целях капитального ремонта государственного (муниципального) имущества"
0501,Жилищное хозяйство,244,"Прочая закупка товаров, работ и услуг"
0501,Жилищное хозяйство,245,"Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд в области геодезии и картографии вне рамок государственного оборонного заказа"
0501,Жилищное хозяйство,246,"Закупка товаров, работ и услуг в целях создания, развития, эксплуатации и вывода из эксплуатации государственных (муниципальных) информационных систем"
0501,Жилищное хозяйство,247,Закупка энергетических ресурсов
0501,Жилищное хозяйство,321,"Пособия, компенсации и иные социальные выплаты гражданам, кроме публичных нормативных обязательств"
0501,Жилищное хозяйство,323,"Приобретение товаров, работ и услуг в пользу граждан в целях их социального обеспечения"
0501,Жилищное хозяйство,350,Премии и гранты
0501,Жилищное хозяйство,360,Иные выплаты населению
0501,Жилищное хозяйство,412,Бюджетные инвестиции на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность
0501,Жилищное хозяйство,414,Бюджетные инвестиции в объекты капитального строительства государственной (муниципальной) собственности
0501,Жилищное хозяйство,415,Бюджетные инвестиции в соответствии с концессионными соглашениями
0501,Жилищное хозяйство,451,Бюджетные инвестиции иным юридическим лицам в объекты капитального строительства
0501,Жилищное хозяйство,452,"Бюджетные инвестиции иным юридическим лицам, за исключением бюджетных инвестиций в объекты капитального строительства"
0501,Жилищное хозяйство,461,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность бюджетным учреждениям
0501,Жилищное хозяйство,462,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность автономным учреждениям
0501,Жилищное хозяйство,463,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность государственным (муниципальным) унитарным предприятиям
0501,Жилищное хозяйство,464,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности бюджетным учреждениям
0501,Жилищное хозяйство,465,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности автономным учреждениям
0501,Жилищное хозяйство,466,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности государственным (муниципальным) унитарным предприятиям
0501,Жилищное хозяйство,521,"Субсидии, за исключением субсидий на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности"
0501,Жилищное хозяйство,522,Субсидии на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности
0501,Жилищное хозяйство,523,Консолидированные субсидии
0501,Жилищное хозяйство,530,Субвенции
0501,Жилищное хозяйство,540,Иные межбюджетные трансферты
0501,Жилищное хозяйство,611,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0501,Жилищное хозяйство,612,Субсидии бюджетным учреждениям на иные цели
0501,Жилищное хозяйство,613,Гранты в форме субсидии бюджетным учреждениям
0501,Жилищное хозяйство,621,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0501,Жилищное хозяйство,622,Субсидии автономным учреждениям на иные цели
0501,Жилищное хозяйство,623,Гранты в форме субсидии автономным учреждениям
0501,Жилищное хозяйство,631,Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат
0501,Жилищное хозяйство,632,"Субсидии (гранты в форме субсидий), подлежащие казначейскому сопровождению"
0501,Жилищное хозяйство,633,"Субсидии (гранты в форме субсидий), не подлежащие казначейскому сопровождению"
0501,Жилищное хозяйство,811,"Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг"
0501,Жилищное хозяйство,812,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией товаров), выполнением работ, оказанием услуг, подлежащие казначейскому сопровождению"
0501,Жилищное хозяйство,813,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг, не подлежащие казначейскому сопровождению"
0501,Жилищное хозяйство,815,Субсидии юридическим лицам на осуществление капитальных вложений в объекты недвижимого имущества
0501,Жилищное хозяйство,824,"Субсидии государственным корпорациям (компаниям), публично-правовым компаниям на иные цели"
0501,Жилищное хозяйство,831,Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению причиненного вреда
0501,Жилищное хозяйство,843,Исполнение муниципальных гарантий
0501,Жилищное хозяйство,851,Уплата налога на имущество организаций и земельного налога
0501,Жилищное хозяйство,852,"Уплата прочих налогов, сборов"
0501,Жилищное хозяйство,853,Уплата иных платежей
0501,Жилищное хозяйство,870,Резервные средства
0502,Коммунальное хозяйство,111,Фонд оплаты труда учреждений
0502,Коммунальное хозяйство,112,"Иные выплаты персоналу учреждений, за исключением фонда оплаты труда"
0502,Коммунальное хозяйство,113,Иные выплаты учреждений привлекаемым лицам
0502,Коммунальное хозяйство,119,Взносы по обязательному социальному страхованию на выплаты по оплате труда работников и иные выплаты работникам учреждений
0502,Коммунальное хозяйство,232,"Закупка товаров, работ и услуг в целях обеспечения формирования государственного материального резерва, резервов материальных ресурсов"
0502,Коммунальное хозяйство,242,"Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий"
0502,Коммунальное хозяйство,243,"Закупка товаров, работ и услуг в целях капитального ремонта государственного (муниципального) имущества"
0502,Коммунальное хозяйство,244,"Прочая закупка товаров, работ и услуг"
0502,Коммунальное хозяйство,245,"Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд в области геодезии и картографии вне рамок государственного оборонного заказа"
0502,Коммунальное хозяйство,246,"Закупка товаров, работ и услуг в целях создания, развития, эксплуатации и вывода из эксплуатации государственных (муниципальных) информационных систем"
0502,Коммунальное хозяйство,247,Закупка энергетических ресурсов
0502,Коммунальное хозяйство,321,"Пособия, компенсации и иные социальные выплаты гражданам, кроме публичных нормативных обязательств"
0502,Коммунальное хозяйство,323,"Приобретение товаров, работ и услуг в пользу граждан в целях их социального обеспечения"
0502,Коммунальное хозяйство,350,Премии и гранты
0502,Коммунальное хозяйство,360,Иные выплаты населению
0502,Коммунальное хозяйство,412,Бюджетные инвестиции на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность
0502,Коммунальное хозяйство,414,Бюджетные инвестиции в объекты капитального строительства государственной (муниципальной) собственности
0502,Коммунальное хозяйство,415,Бюджетные инвестиции в соответствии с концессионными соглашениями
0502,Коммунальное хозяйство,451,Бюджетные инвестиции иным юридическим лицам в объекты капитального строительства
0502,Коммунальное хозяйство,452,"Бюджетные инвестиции иным юридическим лицам, за исключением бюджетных инвестиций в объекты капитального строительства"
0502,Коммунальное хозяйство,461,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность бюджетным учреждениям
0502,Коммунальное хозяйство,463,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность государственным (муниципальным) унитарным предприятиям
0502,Коммунальное хозяйство,464,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности бюджетным учреждениям
0502,Коммунальное хозяйство,465,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности автономным учреждениям
0502,Коммунальное хозяйство,466,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности государственным (муниципальным) унитарным предприятиям
0502,Коммунальное хозяйство,521,"Субсидии, за исключением субсидий на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности"
0502,Коммунальное хозяйство,522,Субсидии на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности
0502,Коммунальное хозяйство,523,Консолидированные субсидии
0502,Коммунальное хозяйство,530,Субвенции
0502,Коммунальное хозяйство,540,Иные межбюджетные трансферты
0502,Коммунальное хозяйство,611,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0502,Коммунальное хозяйство,612,Субсидии бюджетным учреждениям на иные цели
0502,Коммунальное хозяйство,613,Гранты в форме субсидии бюджетным учреждениям
0502,Коммунальное хозяйство,621,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0502,Коммунальное хозяйство,622,Субсидии автономным учреждениям на иные цели
0502,Коммунальное хозяйство,623,Гранты в форме субсидии автономным учреждениям
0502,Коммунальное хозяйство,631,Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат
0502,Коммунальное хозяйство,632,"Субсидии (гранты в форме субсидий), подлежащие казначейскому сопровождению"
0502,Коммунальное хозяйство,633,"Субсидии (гранты в форме субсидий), не подлежащие казначейскому сопровождению"
0502,Коммунальное хозяйство,811,"Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг"
0502,Коммунальное хозяйство,812,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией товаров), выполнением работ, оказанием услуг, подлежащие казначейскому сопровождению"
0502,Коммунальное хозяйство,813,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг, не подлежащие казначейскому сопровождению"
0502,Коммунальное хозяйство,815,Субсидии юридическим лицам на осуществление капитальных вложений в объекты недвижимого имущества
0502,Коммунальное хозяйство,831,Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению причиненного вреда
0502,Коммунальное хозяйство,843,Исполнение муниципальных гарантий
0502,Коммунальное хозяйство,851,Уплата налога на имущество организаций и земельного налога
0502,Коммунальное хозяйство,852,"Уплата прочих налогов, сборов"
0502,Коммунальное хозяйство,853,Уплата иных платежей
0502,Коммунальное хозяйство,870,Резервные средства
0503,Благоустройство,111,Фонд оплаты труда учреждений
0503,Благоустройство,112,"Иные выплаты персоналу учреждений, за исключением фонда оплаты труда"
0503,Благоустройство,113,Иные выплаты учреждений привлекаемым лицам
0503,Благоустройство,119,Взносы по обязательному социальному страхованию на выплаты по оплате труда работников и иные выплаты работникам учреждений
0503,Благоустройство,121*,Фонд оплаты труда государственных (муниципальных) органов
0503,Благоустройство,122*,"Иные выплаты персоналу государственных (муниципальных) органов, за исключением фонда оплаты труда"
0503,Благоустройство,129*,Взносы по обязательному социальному страхованию на выплаты денежного содержания и иные выплаты работникам государственных (муниципальных) органов
0503,Благоустройство,242,"Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий"
0503,Благоустройство,243,"Закупка товаров, работ и услуг в целях капитального ремонта государственного (муниципального) имущества"
0503,Благоустройство,244,"Прочая закупка товаров, работ и услуг"
0503,Благоустройство,245,"Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд в области геодезии и картографии вне рамок государственного оборонного заказа"
0503,Благоустройство,246,"Закупка товаров, работ и услуг в целях создания, развития, эксплуатации и вывода из эксплуатации государственных (муниципальных) информационных систем"
0503,Благоустройство,247,Закупка энергетических ресурсов
0503,Благоустройство,321,"Пособия, компенсации и иные социальные выплаты гражданам, кроме публичных нормативных обязательств"
0503,Благоустройство,330,Публичные нормативные выплаты гражданам несоциального характера
0503,Благоустройство,350,Премии и гранты
0503,Благоустройство,360,Иные выплаты населению
0503,Благоустройство,412,Бюджетные инвестиции на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность
0503,Благоустройство,414,Бюджетные инвестиции в объекты капитального строительства государственной (муниципальной) собственности
0503,Благоустройство,452,"Бюджетные инвестиции иным юридическим лицам, за исключением бюджетных инвестиций в объекты капитального строительства"
0503,Благоустройство,463,Субсидии на приобретение объектов недвижимого имущества в государственную (муниципальную) собственность государственным (муниципальным) унитарным предприятиям
0503,Благоустройство,464,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности бюджетным учреждениям
0503,Благоустройство,465,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности автономным учреждениям
0503,Благоустройство,466,Субсидии на осуществление капитальных вложений в объекты капитального строительства государственной (муниципальной) собственности государственным (муниципальным) унитарным предприятиям
0503,Благоустройство,521,"Субсидии, за исключением субсидий на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности"
0503,Благоустройство,522,Субсидии на софинансирование капитальных вложений в объекты государственной (муниципальной) собственности
0503,Благоустройство,523,Консолидированные субсидии
0503,Благоустройство,530,Субвенции
0503,Благоустройство,540,Иные межбюджетные трансферты
0503,Благоустройство,611,Субсидии бюджетным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0503,Благоустройство,612,Субсидии бюджетным учреждениям на иные цели
0503,Благоустройство,613,Гранты в форме субсидии бюджетным учреждениям
0503,Благоустройство,621,Субсидии автономным учреждениям на финансовое обеспечение государственного (муниципального) задания на оказание государственных (муниципальных) услуг (выполнение работ)
0503,Благоустройство,622,Субсидии автономным учреждениям на иные цели
0503,Благоустройство,623,Гранты в форме субсидии автономным учреждениям
0503,Благоустройство,631,Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат
0503,Благоустройство,632,"Субсидии (гранты в форме субсидий), подлежащие казначейскому сопровождению"
0503,Благоустройство,633,"Субсидии (гранты в форме субсидий), не подлежащие казначейскому сопровождению"
0503,Благоустройство,811,"Субсидии на возмещение недополученных доходов и (или) возмещение фактически понесенных затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг"
0503,Благоустройство,812,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией товаров), выполнением работ, оказанием услуг, подлежащие казначейскому сопровождению"
0503,Благоустройство,813,"Субсидии (гранты в форме субсидий) на финансовое обеспечение затрат в связи с производством (реализацией) товаров, выполнением работ, оказанием услуг, не подлежащие казначейскому сопровождению"
0503,Благоустройство,831,Исполнение судебных актов Российской Федерации и мировых соглашений по возмещению причиненного вреда
0503,Благоустройство,843,Исполнение муниципальных гарантий
0503,Благоустройство,851,Уплата налога на имущество организаций и земельного налога
0503,Благоустройство,852,"Уплата прочих налогов, сборов"
0503,Благоустройство,853,Уплата иных платежей
0503,Благоустройство,870,Резервные средства
0504,Прикладные научные исследования в области жилищно-коммунального хозяйства,241,"Научно-исследовательские, опытно-конструкторские и технологические работы"
0504,Прикладные научные исследования в области жилищно-коммунального хозяйства,244,"Прочая закупка товаров, работ и услуг"
0505,Другие вопросы в области жилищно-коммунального хозяйства,111,Фонд оплаты труда учреждений
0505,Другие вопросы в области жилищно-коммунального хозяйства,112,"Иные выплаты персоналу учреждений, за исключением фонда оплаты труда"
0505,Другие вопросы в области жилищно-коммунального хозяйства,113,Иные выплаты учреждений привлекаемым лицам
0505,Другие вопросы в области жилищно-коммунального хозяйства,119,Взносы по обязательному социальному страхованию на выплаты по оплате труда работников и иные выплаты работникам учреждений
0505,Другие вопросы в области жилищно-коммунального хозяйства,121,Фонд оплаты труда государственных (муниципальных) органов
0505,Другие вопросы в области жилищно-коммунального хозяйства,122,"Иные выплаты персоналу государственных (муниципальных) органов, за исключением фонда оплаты труда"
0505,Другие вопросы в области жилищно-коммунального хозяйства,123,Иные выплаты государственных (муниципальных) органов привлекаемым лицам
0505,Другие вопросы в области жилищно-коммунального хозяйства,129,Взносы по обязательному социальному страхованию на выплаты денежного содержания и иные выплаты работникам государственных (муниципальных) органов
0505,Другие вопросы в области жилищно-коммунального хозяйства,242,"Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий"
0505,Другие вопросы в области жилищно-коммунального хозяйства,243,"Закупка товаров, работ и услуг в целях капитального ремонта государственного (муниципального) имущества"
0505,Другие вопросы в области жилищно-коммунального хозяйства,244,"Прочая закупка товаров, работ и услуг"
0505,Другие вопросы в области жилищно-коммунального хозяйства,245,"Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд в области геодезии и картографии вне рамок государственного оборонного заказа"
0505,Другие вопросы в области жилищно-коммунального хозяйства,246,"Закупка товаров, работ и услуг в целях создания, развития, эксплуатации и вывода из эксплуатации государственных (муниципальных) информационных систем"
0505,Другие вопросы в области жилищно-коммунального хозяйства,247,Закупка энергетических ресурсов
