date,query,avg_tone,vol_index
20220124,housing Russia,-1.0265,0.1244
20220124,mortgage Russia,-0.462,0.0447
20220124,mortgage sourcecountry:RS,0.067,0.0382
20220125,"""real estate"" Russia",-1.3805,0.1148
20220125,housing Russia,-0.6825,0.1539
20220125,mortgage Russia,-0.2402,0.051
20220125,mortgage sourcecountry:RS,0.524,0.047
20220126,"""real estate"" Russia",-2.0406,0.0849
20220126,housing Russia,-1.5134,0.1821
20220126,mortgage Russia,-1.3326,0.049
20220126,mortgage sourcecountry:RS,-0.0995,0.041
20220127,"""real estate"" Russia",-1.2975,0.0783
20220127,housing Russia,-1.157,0.1363
20220127,mortgage Russia,-0.8478,0.0465
20220127,mortgage sourcecountry:RS,0.1798,0.0454
20220128,"""real estate"" Russia",-0.9733,0.0887
20220128,housing Russia,-1.4952,0.1463
20220128,mortgage Russia,-0.9753,0.0393
20220128,mortgage sourcecountry:RS,-0.2206,0.0376
20220129,"""real estate"" Russia",-1.0966,0.0634
20220129,housing Russia,-1.4413,0.1225
20220129,mortgage Russia,-1.6475,0.0241
20220129,mortgage sourcecountry:RS,-1.128,0.0197
20220130,"""real estate"" Russia",-1.7643,0.1138
20220130,housing Russia,-1.7735,0.139
20220130,mortgage Russia,-1.1811,0.0257
20220130,mortgage sourcecountry:RS,-1.3814,0.0183
20220131,"""real estate"" Russia",-1.5604,0.0945
20220131,housing Russia,-1.527,0.206
20220131,mortgage Russia,-0.7559,0.0419
20220131,mortgage sourcecountry:RS,-0.0441,0.0482
20220201,"""real estate"" Russia",-1.4967,0.1207
20220201,housing Russia,-1.3396,0.1983
20220201,mortgage Russia,-0.5021,0.0476
20220201,mortgage sourcecountry:RS,0.2153,0.0625
20220202,"""real estate"" Russia",-1.3182,0.0666
20220202,housing Russia,-1.1092,0.1618
20220202,mortgage Russia,-0.4947,0.0326
20220202,mortgage sourcecountry:RS,-0.2246,0.0295
20220203,"""real estate"" Russia",-1.4042,0.0648
20220203,housing Russia,-0.9203,0.1607
20220203,mortgage Russia,0.0909,0.0555
20220203,mortgage sourcecountry:RS,0.5052,0.051
20220204,"""real estate"" Russia",-1.054,0.0666
20220204,housing Russia,-1.2919,0.2014
20220204,mortgage Russia,-0.8098,0.0289
20220204,mortgage sourcecountry:RS,0.3378,0.0387
20220205,"""real estate"" Russia",-1.1845,0.0415
20220205,housing Russia,-1.5458,0.1145
20220205,mortgage Russia,-1.6631,0.0189
20220205,mortgage sourcecountry:RS,-1.5099,0.0131
20220206,"""real estate"" Russia",-1.2627,0.08
20220206,housing Russia,-1.5116,0.1594
20220206,mortgage Russia,-1.4087,0.0179
20220206,mortgage sourcecountry:RS,-1.1909,0.0204
20220207,"""real estate"" Russia",-0.6885,0.0737
20220207,housing Russia,-1.4362,0.2181
20220207,mortgage Russia,-0.1091,0.024
20220207,mortgage sourcecountry:RS,-0.3291,0.0305
20220208,"""real estate"" Russia",-1.6325,0.083
20220208,housing Russia,-1.2669,0.1584
20220208,mortgage Russia,-0.1692,0.0312
20220208,mortgage sourcecountry:RS,0.8845,0.0367
20220209,"""real estate"" Russia",-0.5557,0.0625
20220209,housing Russia,-0.8642,0.1515
20220209,mortgage Russia,0.6231,0.0324
20220209,mortgage sourcecountry:RS,1.1794,0.0375
20220210,"""real estate"" Russia",-0.9884,0.0698
20220210,housing Russia,-1.1069,0.1268
20220210,mortgage Russia,-0.4677,0.0309
20220210,mortgage sourcecountry:RS,-0.0759,0.0333
20220211,"""real estate"" Russia",-0.9841,0.0665
20220211,housing Russia,-1.2207,0.1475
20220211,mortgage Russia,0.037,0.0568
20220211,mortgage sourcecountry:RS,0.2534,0.0554
20220212,"""real estate"" Russia",-1.4987,0.0516
20220212,housing Russia,-1.802,0.1335
20220212,mortgage Russia,-0.9485,0.024
20220212,mortgage sourcecountry:RS,-0.6371,0.0169
20220213,"""real estate"" Russia",-1.2606,0.0552
20220213,housing Russia,-1.7411,0.1646
20220213,mortgage Russia,-0.7331,0.0151
20220213,mortgage sourcecountry:RS,-0.7053,0.0094
20220214,"""real estate"" Russia",-1.5926,0.1062
20220214,housing Russia,-1.3608,0.1644
20220214,mortgage Russia,-0.5508,0.0373
20220214,mortgage sourcecountry:RS,0.5134,0.0322
20220215,"""real estate"" Russia",-1.2374,0.1093
20220215,housing Russia,-1.2103,0.159
20220215,mortgage Russia,-0.2053,0.0409
20220215,mortgage sourcecountry:RS,0.1731,0.0339
20220216,"""real estate"" Russia",-0.9983,0.1116
20220216,housing Russia,-1.4284,0.1849
20220216,mortgage Russia,-0.9543,0.0525
20220216,mortgage sourcecountry:RS,-0.3292,0.0523
20220217,"""real estate"" Russia",-1.065,0.0961
20220217,housing Russia,-1.2822,0.2153
20220217,mortgage Russia,-0.4499,0.0514
20220217,mortgage sourcecountry:RS,0.1809,0.0472
20220218,"""real estate"" Russia",-1.3187,0.1085
20220218,housing Russia,-1.6628,0.2141
20220218,mortgage Russia,-0.3797,0.0611
20220218,mortgage sourcecountry:RS,0.2495,0.0631
20220219,"""real estate"" Russia",-1.4961,0.0665
20220219,housing Russia,-2.046,0.173
20220219,mortgage Russia,-1.4854,0.0288
20220219,mortgage sourcecountry:RS,-1.0793,0.0171
20220220,"""real estate"" Russia",-1.6918,0.0762
20220220,housing Russia,-1.6132,0.1804
20220220,mortgage Russia,-1.204,0.0336
20220220,mortgage sourcecountry:RS,-0.7711,0.0215
20220221,"""real estate"" Russia",-1.228,0.1018
20220221,housing Russia,-1.7836,0.2321
20220221,mortgage Russia,-0.3548,0.0545
20220221,mortgage sourcecountry:RS,0.3818,0.047
20220222,"""real estate"" Russia",-1.9561,0.1315
20220222,housing Russia,-1.5472,0.2408
20220222,mortgage Russia,-0.5651,0.0501
20220222,mortgage sourcecountry:RS,-0.0866,0.0396
20220223,"""real estate"" Russia",-1.7119,0.1139
20220223,housing Russia,-1.4689,0.1996
20220223,mortgage Russia,-1.5333,0.0364
20220223,mortgage sourcecountry:RS,-0.7221,0.0088
20220224,"""real estate"" Russia",-1.8706,0.121
20220224,housing Russia,-2.1596,0.2769
20220224,mortgage Russia,-1.0412,0.0596
20220224,mortgage sourcecountry:RS,0.2308,0.0223
20220225,"""real estate"" Russia",-2.1122,0.143
20220225,housing Russia,-2.8229,0.3975
20220225,mortgage Russia,-1.8474,0.0725
20220225,mortgage sourcecountry:RS,-1.2018,0.0297
20220226,"""real estate"" Russia",-1.6056,0.1334
20220226,housing Russia,-3.2611,0.4544
20220226,mortgage Russia,-2.4928,0.0286
20220226,mortgage sourcecountry:RS,-1.8396,0.0084
20220227,"""real estate"" Russia",-2.1751,0.1179
20220227,housing Russia,-2.9839,0.4883
20220227,mortgage Russia,-1.7641,0.0527
20220227,mortgage sourcecountry:RS,-0.6905,0.0275
20220228,"""real estate"" Russia",-2.6057,0.2684
20220228,housing Russia,-2.2637,0.4455
20220228,mortgage Russia,-1.1697,0.1233
20220228,mortgage sourcecountry:RS,-0.3731,0.0893
20220301,"""real estate"" Russia",-1.6733,0.2074
20220301,housing Russia,-2.4202,0.4992
20220301,mortgage Russia,-1.6448,0.1271
20220301,mortgage sourcecountry:RS,-0.1098,0.0847
20220302,"""real estate"" Russia",-2.0547,0.2392
20220302,housing Russia,-2.4413,0.6341
20220302,mortgage Russia,-1.4568,0.1208
20220302,mortgage sourcecountry:RS,-0.2935,0.0746
20220303,"""real estate"" Russia",-2.1284,0.2364
20220303,housing Russia,-2.473,0.4449
20220303,mortgage Russia,-1.8275,0.0955
20220303,mortgage sourcecountry:RS,-0.2015,0.0582
20220304,"""real estate"" Russia",-1.9943,0.2031
20220304,housing Russia,-2.1948,0.5246
20220304,mortgage Russia,-1.3571,0.0736
20220304,mortgage sourcecountry:RS,0.1497,0.0457
20220305,"""real estate"" Russia",-2.4858,0.2591
20220305,housing Russia,-1.8797,0.5539
20220305,mortgage Russia,-1.9483,0.0716
20220305,mortgage sourcecountry:RS,-0.3474,0.0422
20220306,"""real estate"" Russia",-1.8847,0.1823
20220306,housing Russia,-2.2889,0.4466
20220306,mortgage Russia,-1.5914,0.0627
20220306,mortgage sourcecountry:RS,-0.7118,0.0272
20220307,"""real estate"" Russia",-2.0962,0.2091
20220307,housing Russia,-2.375,0.4117
20220307,mortgage Russia,-1.864,0.0353
20220307,mortgage sourcecountry:RS,-0.9802,0.0087
20220308,"""real estate"" Russia",-2.5549,0.2253
20220308,housing Russia,-2.8888,0.404
20220308,mortgage Russia,-1.9784,0.0485
20220308,mortgage sourcecountry:RS,-0.3164,0.0094
20220309,"""real estate"" Russia",-1.0716,0.1814
20220309,housing Russia,-2.0301,0.4941
20220309,mortgage Russia,-1.1029,0.0749
20220309,mortgage sourcecountry:RS,0.0766,0.0434
20220310,"""real estate"" Russia",-1.6427,0.2227
20220310,housing Russia,-2.3548,0.5087
20220310,mortgage Russia,-1.4956,0.0631
20220310,mortgage sourcecountry:RS,0.0711,0.0283
20220311,"""real estate"" Russia",-2.2023,0.2071
20220311,housing Russia,-2.3083,0.6257
20220311,mortgage Russia,-1.1417,0.0819
20220311,mortgage sourcecountry:RS,0.3004,0.0419
20220312,"""real estate"" Russia",-2.1275,0.1485
20220312,housing Russia,-2.359,0.4499
20220312,mortgage Russia,-2.1595,0.0336
20220312,mortgage sourcecountry:RS,-0.4132,0.0149
20220313,"""real estate"" Russia",-1.8147,0.1563
20220313,housing Russia,-1.671,0.5805
20220313,mortgage Russia,-1.8416,0.0747
20220313,mortgage sourcecountry:RS,-1.0411,0.0177
20220314,"""real estate"" Russia",-1.9419,0.2141
20220314,housing Russia,-2.4821,0.4884
20220314,mortgage Russia,-0.5538,0.1004
20220314,mortgage sourcecountry:RS,1.458,0.0665
20220315,"""real estate"" Russia",-2.155,0.2248
20220315,housing Russia,-2.7747,0.5363
20220315,mortgage Russia,-1.7097,0.0666
20220315,mortgage sourcecountry:RS,0.0968,0.0291
20220316,"""real estate"" Russia",-1.6443,0.267
20220316,housing Russia,-2.0437,0.4587
20220316,mortgage Russia,-2.1172,0.1903
20220316,mortgage sourcecountry:RS,0.0529,0.0343
20220317,"""real estate"" Russia",-1.4231,0.2157
20220317,housing Russia,-2.1732,0.4409
20220317,mortgage Russia,-1.9954,0.1504
20220317,mortgage sourcecountry:RS,-0.2123,0.0388
20220318,"""real estate"" Russia",-2.1802,0.2608
20220318,housing Russia,-2.7845,0.5668
20220318,mortgage Russia,-1.6989,0.0646
20220318,mortgage sourcecountry:RS,-0.091,0.0344
20220319,"""real estate"" Russia",-2.115,0.2008
20220319,housing Russia,-2.5028,0.3447
20220319,mortgage Russia,-2.1063,0.0447
20220319,mortgage sourcecountry:RS,-1.8789,0.0093
20220320,"""real estate"" Russia",-1.9602,0.2375
20220320,housing Russia,-1.8519,0.4187
20220320,mortgage Russia,-1.6798,0.0496
20220320,mortgage sourcecountry:RS,-0.5571,0.0098
20220321,"""real estate"" Russia",-1.7965,0.2199
20220321,housing Russia,-2.1654,0.3443
20220321,mortgage Russia,-1.0361,0.0514
20220321,mortgage sourcecountry:RS,-0.2722,0.0306
20220322,"""real estate"" Russia",-1.7984,0.186
20220322,housing Russia,-2.0978,0.3061
20220322,mortgage Russia,-1.2081,0.0603
20220322,mortgage sourcecountry:RS,0.0316,0.0431
20220323,"""real estate"" Russia",-1.6451,0.153
20220323,housing Russia,-1.9354,0.3681
20220323,mortgage Russia,-0.7483,0.0878
20220323,mortgage sourcecountry:RS,0.7224,0.071
20220324,"""real estate"" Russia",-2.0095,0.1764
20220324,housing Russia,-1.7693,0.3365
20220324,mortgage Russia,-1.2149,0.0983
20220324,mortgage sourcecountry:RS,0.3514,0.0406
20220325,"""real estate"" Russia",-1.5288,0.1608
20220325,housing Russia,-1.9837,0.3582
20220325,mortgage Russia,-0.577,0.072
20220325,mortgage sourcecountry:RS,1.0873,0.0478
20220326,"""real estate"" Russia",-1.9413,0.1306
20220326,housing Russia,-1.9913,0.3124
20220326,mortgage Russia,-1.5056,0.054
20220326,mortgage sourcecountry:RS,-1.0781,0.0288
20220327,"""real estate"" Russia",-2.0797,0.1247
20220327,housing Russia,-2.6534,0.2938
20220327,mortgage Russia,-1.4216,0.0374
20220327,mortgage sourcecountry:RS,-0.3422,0.0126
20220328,"""real estate"" Russia",-1.5704,0.153
20220328,housing Russia,-2.2986,0.3973
20220328,mortgage Russia,-0.3665,0.0716
20220328,mortgage sourcecountry:RS,0.2182,0.0603
20220329,"""real estate"" Russia",-1.5879,0.1978
20220329,housing Russia,-2.1833,0.4468
20220329,mortgage Russia,-0.5432,0.0813
20220329,mortgage sourcecountry:RS,0.9078,0.0465
20220330,"""real estate"" Russia",-1.2939,0.1661
20220330,housing Russia,-1.8643,0.3372
20220330,mortgage Russia,-0.5582,0.1053
20220330,mortgage sourcecountry:RS,0.3183,0.0627
20220331,"""real estate"" Russia",-1.5365,0.1904
20220331,housing Russia,-1.5326,0.3599
20220331,mortgage Russia,-0.7842,0.0845
20220331,mortgage sourcecountry:RS,0.4862,0.0563
20220401,"""real estate"" Russia",-1.7211,0.1623
20220401,housing Russia,-1.6189,0.3585
20220401,mortgage Russia,-1.5081,0.0834
20220401,mortgage sourcecountry:RS,0.2015,0.0432
20220402,"""real estate"" Russia",-1.7907,0.1009
20220402,housing Russia,-2.5019,0.3246
20220402,mortgage Russia,-1.4382,0.0406
20220402,mortgage sourcecountry:RS,-0.9001,0.0232
20220403,"""real estate"" Russia",-1.821,0.1056
20220403,housing Russia,-2.5783,0.332
20220403,mortgage Russia,-2.0835,0.0456
20220403,mortgage sourcecountry:RS,-0.7521,0.0109
20220404,"""real estate"" Russia",-1.9213,0.1227
20220404,housing Russia,-2.239,0.2765
20220404,mortgage Russia,-0.4781,0.0663
20220404,mortgage sourcecountry:RS,0.7243,0.0512
20220405,"""real estate"" Russia",-1.5437,0.1416
20220405,housing Russia,-2.0792,0.3548
20220405,mortgage Russia,-0.9911,0.0555
20220405,mortgage sourcecountry:RS,-0.0265,0.0432
20220406,"""real estate"" Russia",-2.3384,0.1801
20220406,housing Russia,-2.5103,0.3521
20220406,mortgage Russia,-1.7772,0.1252
20220406,mortgage sourcecountry:RS,0.0152,0.0413
20220407,"""real estate"" Russia",-1.6668,0.1628
20220407,housing Russia,-1.3377,0.3552
20220407,mortgage Russia,-1.4733,0.1628
20220407,mortgage sourcecountry:RS,0.9043,0.0581
20220408,"""real estate"" Russia",-1.0987,0.2662
20220408,housing Russia,-1.6564,0.3205
20220408,mortgage Russia,-1.138,0.1402
20220408,mortgage sourcecountry:RS,0.7723,0.0668
20220409,"""real estate"" Russia",-1.3062,0.164
20220409,housing Russia,-2.1254,0.2113
20220409,mortgage Russia,-1.1184,0.0333
20220409,mortgage sourcecountry:RS,-0.4811,0.0216
20220410,"""real estate"" Russia",-1.6059,0.1272
20220410,housing Russia,-2.2803,0.2009
20220410,mortgage Russia,-1.8022,0.0431
20220410,mortgage sourcecountry:RS,0.4356,0.0197
20220411,"""real estate"" Russia",-1.4046,0.1505
20220411,housing Russia,-2.0556,0.2647
20220411,mortgage Russia,-0.7256,0.0611
20220411,mortgage sourcecountry:RS,0.1739,0.0455
20220412,"""real estate"" Russia",-1.57,0.1171
20220412,housing Russia,-1.884,0.4446
20220412,mortgage Russia,-1.7498,0.1131
20220412,mortgage sourcecountry:RS,0.6892,0.0254
20220413,"""real estate"" Russia",-1.8489,0.1714
20220413,housing Russia,-2.0302,0.3149
20220413,mortgage Russia,-1.7946,0.0841
20220413,mortgage sourcecountry:RS,0.2375,0.0302
20220414,"""real estate"" Russia",-1.5003,0.1421
20220414,housing Russia,-1.8031,0.2853
20220414,mortgage Russia,-1.3367,0.0871
20220414,mortgage sourcecountry:RS,0.3976,0.0413
20220415,"""real estate"" Russia",-1.1499,0.1427
20220415,housing Russia,-2.2362,0.2952
20220415,mortgage Russia,-0.7737,0.06
20220415,mortgage sourcecountry:RS,1.161,0.0488
20220416,"""real estate"" Russia",-1.4945,0.1187
20220416,housing Russia,-2.0878,0.2651
20220416,mortgage Russia,-2.1093,0.0272
20220416,mortgage sourcecountry:RS,-0.0669,0.0074
20220417,"""real estate"" Russia",-1.5598,0.0896
20220417,housing Russia,-2.0368,0.3881
20220417,mortgage Russia,-1.8157,0.0402
20220417,mortgage sourcecountry:RS,-1.1699,0.0168
20220418,"""real estate"" Russia",-2.1703,0.186
20220418,housing Russia,-2.3171,0.3378
20220418,mortgage Russia,-0.8665,0.0588
20220418,mortgage sourcecountry:RS,0.278,0.0435
20220419,"""real estate"" Russia",-1.1342,0.1481
20220419,housing Russia,-1.7066,0.2989
20220419,mortgage Russia,-0.839,0.0788
20220419,mortgage sourcecountry:RS,0.5623,0.0369
20220420,"""real estate"" Russia",-1.5766,0.1146
20220420,housing Russia,-1.7887,0.2624
20220420,mortgage Russia,-0.8101,0.0637
20220420,mortgage sourcecountry:RS,0.8064,0.0399
20220421,"""real estate"" Russia",-1.3084,0.1118
20220421,housing Russia,-1.7407,0.3299
20220421,mortgage Russia,-1.0909,0.0642
20220421,mortgage sourcecountry:RS,0.6183,0.0355
20220422,"""real estate"" Russia",-1.5925,0.0951
20220422,housing Russia,-1.7541,0.2834
20220422,mortgage Russia,-0.6222,0.0548
20220422,mortgage sourcecountry:RS,0.2562,0.0478
20220423,"""real estate"" Russia",-1.6761,0.0697
20220423,housing Russia,-2.9048,0.3046
20220423,mortgage Russia,-2.0027,0.0275
20220423,mortgage sourcecountry:RS,-0.3955,0.0083
20220424,"""real estate"" Russia",-1.3893,0.107
20220424,housing Russia,-2.1945,0.3271
20220424,mortgage Russia,-1.2494,0.0366
20220424,mortgage sourcecountry:RS,-0.8522,0.0202
20220425,"""real estate"" Russia",-0.8311,0.1516
20220425,housing Russia,-1.486,0.2783
20220425,mortgage Russia,-0.5934,0.0672
20220425,mortgage sourcecountry:RS,0.666,0.0579
20220426,"""real estate"" Russia",-0.956,0.1251
20220426,housing Russia,-1.7809,0.2572
20220426,mortgage Russia,-0.785,0.0718
20220426,mortgage sourcecountry:RS,0.15,0.0423
20220427,"""real estate"" Russia",-1.1063,0.1416
20220427,housing Russia,-1.6575,0.2365
20220427,mortgage Russia,-0.7677,0.0786
20220427,mortgage sourcecountry:RS,0.6466,0.0506
20220428,"""real estate"" Russia",-1.7382,0.1607
20220428,housing Russia,-1.762,0.3222
20220428,mortgage Russia,-0.4128,0.0711
20220428,mortgage sourcecountry:RS,0.9111,0.0613
20220429,"""real estate"" Russia",-1.5742,0.1251
20220429,housing Russia,-1.8561,0.2485
20220429,mortgage Russia,-0.8418,0.0791
20220429,mortgage sourcecountry:RS,0.3853,0.0553
20220430,"""real estate"" Russia",-2.1397,0.1322
20220430,housing Russia,-1.8987,0.2311
20220430,mortgage Russia,-0.8341,0.0453
20220430,mortgage sourcecountry:RS,-0.0491,0.0259
20220501,"""real estate"" Russia",-2.0719,0.1132
20220501,housing Russia,-1.8915,0.2609
20220501,mortgage Russia,-0.6641,0.1456
20220501,mortgage sourcecountry:RS,-0.0525,0.0611
20220502,"""real estate"" Russia",-1.8221,0.094
20220502,housing Russia,-2.098,0.1977
20220502,mortgage Russia,-0.1734,0.11
20220502,mortgage sourcecountry:RS,0.3255,0.0315
20220503,"""real estate"" Russia",-2.0707,0.1018
20220503,housing Russia,-1.9713,0.1647
20220503,mortgage Russia,-2.1504,0.0563
20220503,mortgage sourcecountry:RS,-0.8739,0.013
20220504,"""real estate"" Russia",-1.5637,0.1264
20220504,housing Russia,-1.4453,0.2161
20220504,mortgage Russia,-1.852,0.2608
20220504,mortgage sourcecountry:RS,1.1169,0.0634
20220505,"""real estate"" Russia",-1.3035,0.1551
20220505,housing Russia,-1.4952,0.2287
20220505,mortgage Russia,-1.7549,0.2069
20220505,mortgage sourcecountry:RS,0.9552,0.0412
20220506,"""real estate"" Russia",-1.2473,0.1202
20220506,housing Russia,-1.7692,0.1905
20220506,mortgage Russia,-1.8137,0.0834
20220506,mortgage sourcecountry:RS,0.3167,0.0274
20220507,"""real estate"" Russia",-1.7611,0.088
20220507,housing Russia,-2.471,0.2698
20220507,mortgage Russia,-2.5633,0.0623
20220507,mortgage sourcecountry:RS,-1.5317,0.0152
20220508,"""real estate"" Russia",-1.4926,0.0912
20220508,housing Russia,-1.8705,0.4036
20220508,mortgage Russia,-0.4822,0.0256
20220508,mortgage sourcecountry:RS,1.9733,0.0091
20220509,"""real estate"" Russia",-2.3536,0.1135
20220509,housing Russia,-1.741,0.1761
20220509,mortgage Russia,-2.8986,0.0557
20220509,mortgage sourcecountry:RS,-0.4835,0.007
20220510,"""real estate"" Russia",-1.8687,0.1085
20220510,housing Russia,-2.1785,0.2451
20220510,mortgage Russia,-2.2398,0.0693
20220510,mortgage sourcecountry:RS,-0.5088,0.011
20220511,"""real estate"" Russia",-1.9342,0.1363
20220511,housing Russia,-1.2721,0.252
20220511,mortgage Russia,-0.4987,0.0582
20220511,mortgage sourcecountry:RS,0.7796,0.0337
20220512,"""real estate"" Russia",-1.7398,0.1055
20220512,housing Russia,-2.3362,0.2831
20220512,mortgage Russia,-1.1322,0.0477
20220512,mortgage sourcecountry:RS,-0.0895,0.0297
20220513,"""real estate"" Russia",-1.5465,0.1017
20220513,housing Russia,-2.5212,0.3203
20220513,mortgage Russia,-0.6631,0.0505
20220513,mortgage sourcecountry:RS,0.9101,0.0293
20220514,"""real estate"" Russia",-1.7564,0.0886
20220514,housing Russia,-1.5716,0.2257
20220514,mortgage Russia,-1.4639,0.0257
20220514,mortgage sourcecountry:RS,-0.0201,0.01
20220515,"""real estate"" Russia",-1.5417,0.0893
20220515,housing Russia,-1.4488,0.2046
20220515,mortgage Russia,-2.0305,0.0409
20220515,mortgage sourcecountry:RS,-2.3657,0.0058
20220516,"""real estate"" Russia",-1.3313,0.0915
20220516,housing Russia,-2.2013,0.2749
20220516,mortgage Russia,-1.2637,0.0534
20220516,mortgage sourcecountry:RS,0.5753,0.0258
20220517,"""real estate"" Russia",-2.072,0.1255
20220517,housing Russia,-1.3777,0.1976
20220517,mortgage Russia,-1.0186,0.068
20220517,mortgage sourcecountry:RS,0.5679,0.0427
20220518,"""real estate"" Russia",-0.9845,0.0961
20220518,housing Russia,-1.4538,0.2353
20220518,mortgage Russia,-1.2105,0.0672
20220518,mortgage sourcecountry:RS,0.5102,0.0408
20220519,"""real estate"" Russia",-1.4109,0.0909
20220519,housing Russia,-1.6222,0.2226
20220519,mortgage Russia,-1.2839,0.0498
20220519,mortgage sourcecountry:RS,0.2056,0.0344
20220520,"""real estate"" Russia",-1.4064,0.0943
20220520,housing Russia,-1.8981,0.2314
20220520,mortgage Russia,-2.5297,0.1069
20220520,mortgage sourcecountry:RS,-0.0789,0.0299
20220521,"""real estate"" Russia",-1.4151,0.0645
20220521,housing Russia,-1.8062,0.1839
20220521,mortgage Russia,-2.6106,0.0535
20220521,mortgage sourcecountry:RS,0.3696,0.0091
20220522,"""real estate"" Russia",-1.8495,0.0834
20220522,housing Russia,-2.596,0.2385
20220522,mortgage Russia,-1.9847,0.0372
20220522,mortgage sourcecountry:RS,-1.2089,0.0181
20220523,"""real estate"" Russia",-1.3891,0.0964
20220523,housing Russia,-1.9963,0.2913
20220523,mortgage Russia,-2.2527,0.0561
20220523,mortgage sourcecountry:RS,-0.2771,0.0214
20220524,"""real estate"" Russia",-2.3848,0.1167
20220524,housing Russia,-2.1649,0.2395
20220524,mortgage Russia,-1.4914,0.0455
20220524,mortgage sourcecountry:RS,-0.3781,0.0259
20220525,"""real estate"" Russia",-2.0142,0.1238
20220525,housing Russia,-2.6495,0.2624
20220525,mortgage Russia,-1.5792,0.0892
20220525,mortgage sourcecountry:RS,0.925,0.0388
20220526,"""real estate"" Russia",-1.7049,0.1273
20220526,housing Russia,-1.6123,0.2383
20220526,mortgage Russia,-1.8825,0.1054
20220526,mortgage sourcecountry:RS,0.6548,0.0538
20220527,"""real estate"" Russia",-1.7711,0.0859
20220527,housing Russia,-2.1168,0.2548
20220527,mortgage Russia,-1.7648,0.0756
20220527,mortgage sourcecountry:RS,0.3795,0.0314
20220528,"""real estate"" Russia",-0.9037,0.0802
20220528,housing Russia,-2.2507,0.1864
20220528,mortgage Russia,-0.7072,0.0516
20220528,mortgage sourcecountry:RS,1.1306,0.0376
20220529,"""real estate"" Russia",-1.5837,0.0868
20220529,housing Russia,-2.0262,0.226
20220529,mortgage Russia,-1.6511,0.0293
20220529,mortgage sourcecountry:RS,-0.2398,0.0124
20220530,"""real estate"" Russia",-1.8521,0.1761
20220530,housing Russia,-2.4717,0.3251
20220530,mortgage Russia,-0.5633,0.0506
20220530,mortgage sourcecountry:RS,0.6917,0.0464
20220531,"""real estate"" Russia",-1.5123,0.1431
20220531,housing Russia,-1.4927,0.2873
20220531,mortgage Russia,-0.7779,0.0629
20220531,mortgage sourcecountry:RS,0.4229,0.0487
20220601,"""real estate"" Russia",-1.4184,0.1506
20220601,housing Russia,-1.6858,0.2367
20220601,mortgage Russia,-0.2057,0.0678
20220601,mortgage sourcecountry:RS,0.7963,0.0572
20220602,"""real estate"" Russia",-1.4047,0.0773
20220602,housing Russia,-1.6362,0.2175
20220602,mortgage Russia,-0.6776,0.0546
20220602,mortgage sourcecountry:RS,0.6612,0.0401
20220603,"""real estate"" Russia",-1.3549,0.0957
20220603,housing Russia,-1.8386,0.2797
20220603,mortgage Russia,-1.1207,0.0483
20220603,mortgage sourcecountry:RS,0.6552,0.0271
20220604,"""real estate"" Russia",-1.9799,0.0625
20220604,housing Russia,-2.3979,0.1708
20220604,mortgage Russia,-1.5069,0.0307
20220604,mortgage sourcecountry:RS,-0.3905,0.0141
20220605,"""real estate"" Russia",-1.5377,0.073
20220605,housing Russia,-2.6415,0.2394
20220605,mortgage Russia,-1.3936,0.0298
20220605,mortgage sourcecountry:RS,-0.1288,0.0129
20220606,"""real estate"" Russia",-0.7036,0.101
20220606,housing Russia,-2.054,0.2111
20220606,mortgage Russia,-0.2407,0.05
20220606,mortgage sourcecountry:RS,0.6862,0.0446
20220607,"""real estate"" Russia",-1.1265,0.08
20220607,housing Russia,-1.3266,0.1918
20220607,mortgage Russia,-0.3214,0.0484
20220607,mortgage sourcecountry:RS,0.3919,0.0433
20220608,"""real estate"" Russia",-1.0282,0.0883
20220608,housing Russia,-1.6378,0.2152
20220608,mortgage Russia,-1.8229,0.0728
20220608,mortgage sourcecountry:RS,0.822,0.0342
20220609,"""real estate"" Russia",-1.4026,0.104
20220609,housing Russia,-2.269,0.2116
20220609,mortgage Russia,-0.6987,0.0614
20220609,mortgage sourcecountry:RS,1.5471,0.0397
20220610,"""real estate"" Russia",-1.4321,0.0755
20220610,housing Russia,-2.1009,0.2644
20220610,mortgage Russia,-0.9597,0.0638
20220610,mortgage sourcecountry:RS,0.5164,0.0398
20220611,"""real estate"" Russia",-1.5155,0.0677
20220611,housing Russia,-2.0534,0.1869
20220611,mortgage Russia,-3.5766,0.0549
20220611,mortgage sourcecountry:RS,-0.5013,0.0109
20220612,"""real estate"" Russia",-1.3055,0.0567
20220612,housing Russia,-2.149,0.1802
20220612,mortgage Russia,-1.1145,0.0262
20220612,mortgage sourcecountry:RS,-0.0765,0.0096
20220613,"""real estate"" Russia",-1.6139,0.0666
20220613,housing Russia,-2.6417,0.1543
20220613,mortgage Russia,-1.5404,0.0385
20220613,mortgage sourcecountry:RS,-1.3244,0.0107
20220614,"""real estate"" Russia",-1.2298,0.0951
20220614,housing Russia,-1.8481,0.2197
20220614,mortgage Russia,-1.4605,0.053
20220614,mortgage sourcecountry:RS,0.7299,0.04
20220615,"""real estate"" Russia",-1.3325,0.0765
20220615,housing Russia,-1.6242,0.1795
20220615,mortgage Russia,-3.0092,0.1678
20220615,mortgage sourcecountry:RS,1.0006,0.0439
20220616,"""real estate"" Russia",-0.8964,0.0877
