date,n_queries,tone_mean,vol_mean,tone_z,sentiment_index
20191003,3,-0.5189,0.0561,0.7455,0.7455
20191004,3,-0.5527,0.0696,0.6748,0.6748
20191005,3,-0.4465,0.041,0.8967,0.8967
20191006,3,-0.7166,0.0395,0.3322,0.3322
20191007,3,-0.5813,0.1125,0.6151,0.6151
20191008,3,-0.4292,0.0797,0.9329,0.9329
20191009,3,-0.6219,0.0655,0.5302,0.5302
20191010,3,-0.9388,0.056,-0.1322,-0.1322
20191011,3,-0.892,0.048,-0.0344,-0.0344
20191012,3,-1.0259,0.0508,-0.3141,-0.3141
20191013,3,-1.4059,0.0603,-1.1083,-1.1083
20191014,3,-0.5052,0.0723,0.7742,0.7742
20191015,3,-0.5738,0.0704,0.6307,0.6307
20191016,3,-0.8977,0.0931,-0.0462,-0.0462
20191017,3,-0.5356,0.0586,0.7106,0.7106
20191018,3,-0.75,0.0569,0.2625,0.2625
20191019,3,-1.7843,0.0636,-1.8993,-1.8993
20191020,3,-1.1859,0.0496,-0.6485,-0.6485
20191021,3,-0.7853,0.0749,0.1888,0.1888
20191022,3,-0.7972,0.0641,0.1637,0.1637
20191023,3,-0.936,0.0738,-0.1263,-0.1263
20191024,3,-0.6128,0.0608,0.5492,0.5492
20191025,3,-0.8214,0.069,0.1133,0.1133
20191026,3,-1.1791,0.0512,-0.6344,-0.6344
20191027,3,-1.196,0.0547,-0.6697,-0.6697
20191028,3,-0.3205,0.058,1.1601,1.1601
20191029,3,-0.7742,0.0569,0.212,0.212
20191030,3,-0.4921,0.0598,0.8015,0.8015
20191031,3,-0.3964,0.0767,1.0016,1.0016
20191101,3,-0.4286,0.0755,0.9343,0.9343
20191102,3,-0.9691,0.0403,-0.1954,-0.1954
20191103,3,-0.4455,0.0527,0.8988,0.8988
20191104,3,-0.7206,0.0376,0.3239,0.3239
20191105,3,-0.3737,0.0683,1.0489,1.0489
20191106,3,-0.4547,0.0522,0.8797,0.8797
20191107,3,-0.8801,0.0586,-0.0094,-0.0094
20191108,3,-0.6308,0.0583,0.5117,0.5117
20191109,3,-1.1276,0.0514,-0.5267,-0.5267
20191110,3,-1.3101,0.0469,-0.9082,-0.9082
20191111,3,-1.0295,0.0652,-0.3217,-0.3217
20191112,3,-0.3761,0.0653,1.044,1.044
20191113,3,-0.7318,0.0641,0.3004,0.3004
20191114,3,-0.6396,0.0723,0.4933,0.4933
20191115,3,-0.7977,0.0734,0.1628,0.1628
20191116,3,-1.4174,0.0374,-1.1325,-1.1325
20191117,3,-0.9395,0.0426,-0.1337,-0.1337
20191118,3,-0.8683,0.0567,0.0152,0.0152
20191119,3,-1.1157,0.0528,-0.5018,-0.5018
20191120,3,-0.6833,0.0605,0.4019,0.4019
20191121,3,-0.5314,0.0628,0.7194,0.7194
20191122,3,-0.5436,0.0499,0.6939,0.6939
20191123,3,-0.9988,0.0469,-0.2576,-0.2576
20191124,3,-0.9266,0.041,-0.1066,-0.1066
20191125,3,-0.7771,0.048,0.2058,0.2058
20191126,3,-0.9291,0.0489,-0.1119,-0.1119
20191127,3,-0.4295,0.0556,0.9323,0.9323
20191128,3,-0.2731,0.0609,1.2591,1.2591
20191129,3,-0.4643,0.0635,0.8596,0.8596
20191130,3,-0.7267,0.0468,0.3111,0.3111
20191201,3,-0.9933,0.0574,-0.246,-0.246
20191202,3,-0.6728,0.0628,0.4239,0.4239
20191203,3,-0.6938,0.0534,0.38,0.38
20191204,3,-0.8525,0.0617,0.0483,0.0483
20191205,3,-0.2093,0.0636,1.3925,1.3925
20191206,3,-0.5845,0.0587,0.6083,0.6083
20191207,3,-0.6418,0.0387,0.4885,0.4885
20191208,3,-0.6899,0.0348,0.388,0.388
20191209,3,-0.7082,0.0812,0.3498,0.3498
20191210,3,-0.9476,0.0877,-0.1505,-0.1505
20191211,3,-0.4895,0.0799,0.8069,0.8069
20191212,3,-0.6279,0.0589,0.5176,0.5176
20191213,3,-0.5628,0.0599,0.6537,0.6537
20191214,3,-1.1137,0.0487,-0.4976,-0.4976
20191215,3,-0.732,0.05,0.3,0.3
20191216,3,-0.8524,0.0677,0.0485,0.0485
20191217,3,-1.5433,0.0827,-1.3956,-1.3956
20191218,3,-1.5498,0.0799,-1.4091,-1.4091
20191219,3,-1.5915,0.0983,-1.4964,-1.4964
20191220,3,-0.192,0.0673,1.4287,1.4287
20191221,3,-0.9421,0.0462,-0.139,-0.139
20191222,3,-0.599,0.0546,0.5781,0.5781
20191223,3,-0.4389,0.0674,0.9127,0.9127
20191224,3,-0.1257,0.0902,1.5673,1.5673
20191225,3,-0.2837,0.1142,1.2371,1.2371
20191226,3,-0.9116,0.116,-0.0754,-0.0754
20191227,3,-0.5869,0.0754,0.6033,0.6033
20191228,3,-1.0017,0.0626,-0.2635,-0.2635
20191229,3,-0.4847,0.0713,0.817,0.817
20191230,3,-0.7297,0.067,0.305,0.305
20191231,3,-0.5219,0.0666,0.7392,0.7392
20200101,4,0.0436,0.0309,1.9212,1.9212
20200102,4,-0.8624,0.021,0.0275,0.0275
20200103,4,-0.8702,0.0196,0.0112,0.0112
20200104,4,-0.9954,0.0253,-0.2504,-0.2504
20200105,4,-0.7981,0.0252,0.162,0.162
20200106,4,-0.354,0.0176,1.0902,1.0902
20200107,4,-0.0447,0.0193,1.7365,1.7365
20200108,4,-1.0363,0.0175,-0.336,-0.336
20200109,4,-1.2394,0.0231,-0.7604,-0.7604
20200110,4,-0.8699,0.0188,0.012,0.012
20200111,4,-0.9947,0.0136,-0.249,-0.249
20200112,4,-0.8291,0.0208,0.0971,0.0971
20200113,4,-0.5071,0.0293,0.7701,0.7701
20200114,4,-0.1981,0.0321,1.416,1.416
20200115,4,-0.2435,0.0797,1.3211,1.3211
20200116,4,-0.1,0.0706,1.6209,1.6209
20200117,4,-0.3762,0.0448,1.0438,1.0438
20200118,4,-1.0086,0.0268,-0.278,-0.278
20200119,4,-0.4736,0.0364,0.8401,0.8401
20200120,4,-0.4988,0.0411,0.7875,0.7875
20200121,4,-0.0199,0.0421,1.7885,1.7885
20200122,4,-0.3175,0.0421,1.1663,1.1663
20200123,4,-0.2138,0.0389,1.383,1.383
20200124,4,-0.3687,0.0302,1.0594,1.0594
20200125,4,-1.5114,0.0333,-1.3288,-1.3288
20200126,4,-0.509,0.0254,0.7662,0.7662
20200127,4,-0.4931,0.0275,0.7994,0.7994
20200128,4,-0.3131,0.041,1.1756,1.1756
20200129,4,-0.5857,0.0411,0.606,0.606
20200130,4,-0.5114,0.0372,0.7611,0.7611
20200131,4,-0.3589,0.035,1.0799,1.0799
20200201,4,-1.2077,0.0198,-0.6942,-0.6942
20200202,4,-1.9225,0.0187,-2.1882,-2.1882
20200203,4,-0.4992,0.0376,0.7866,0.7866
20200204,4,-1.0087,0.0285,-0.2782,-0.2782
20200205,4,-0.4645,0.0291,0.8591,0.8591
20200206,4,-0.6947,0.0408,0.3779,0.3779
20200207,4,-0.7337,0.0424,0.2965,0.2965
20200208,4,-0.7377,0.0271,0.2882,0.2882
20200209,4,-0.7702,0.0192,0.2204,0.2204
20200210,4,-0.763,0.033,0.2353,0.2353
20200211,4,-0.1999,0.039,1.4123,1.4123
20200212,4,-0.0768,0.0354,1.6694,1.6694
20200213,4,-0.4602,0.0544,0.8682,0.8682
20200214,4,-0.5439,0.0308,0.6932,0.6932
20200215,4,-1.0624,0.0355,-0.3904,-0.3904
20200216,4,-1.3099,0.0328,-0.9078,-0.9078
20200217,4,-0.709,0.0361,0.3482,0.3482
20200218,4,-0.6569,0.0342,0.4571,0.4571
20200219,4,-1.0246,0.0508,-0.3116,-0.3116
20200220,4,-0.8408,0.0371,0.0726,0.0726
20200221,4,-0.6183,0.0511,0.5377,0.5377
20200222,4,-1.4986,0.0222,-1.3021,-1.3021
20200223,4,-0.8,0.0177,0.1579,0.1579
20200224,4,-1.0645,0.0219,-0.3947,-0.3947
20200225,4,-0.4765,0.0329,0.8341,0.8341
20200226,4,-0.7795,0.0367,0.2007,0.2007
20200227,4,-0.3152,0.0361,1.1713,1.1713
20200228,4,-0.9138,0.0303,-0.0798,-0.0798
20200229,4,-1.6896,0.0193,-1.7013,-1.7013
20200301,4,-1.1563,0.0226,-0.5867,-0.5867
20200302,4,-1.216,0.0373,-0.7114,-0.7114
20200303,4,-0.3212,0.025,1.1587,1.1587
20200304,4,-0.7097,0.0243,0.3466,0.3466
20200305,4,-0.1314,0.0344,1.5554,1.5554
20200306,4,-0.8074,0.04,0.1425,0.1425
20200307,4,-1.3236,0.0214,-0.9364,-0.9364
20200308,4,-0.8893,0.0226,-0.0287,-0.0287
20200309,4,-2.6541,0.0383,-3.7172,-3.7172
20200310,4,-1.3353,0.056,-0.9608,-0.9608
20200311,4,-1.217,0.0451,-0.7136,-0.7136
20200312,4,-1.0218,0.0391,-0.3056,-0.3056
20200313,4,-1.0704,0.0382,-0.4072,-0.4072
20200314,4,-1.3192,0.0361,-0.9273,-0.9273
20200315,4,-2.4752,0.0467,-3.3432,-3.3432
20200316,4,-1.5961,0.0597,-1.5059,-1.5059
20200317,4,-1.2894,0.0351,-0.8648,-0.8648
20200318,4,-1.2402,0.0401,-0.7621,-0.7621
20200319,4,-1.4753,0.0382,-1.2534,-1.2534
20200320,4,-0.816,0.0584,0.1246,0.1246
20200321,4,-1.4389,0.0326,-1.1775,-1.1775
20200322,4,-1.858,0.0379,-2.0533,-2.0533
20200323,4,-1.9074,0.0656,-2.1565,-2.1565
20200324,4,-1.4003,0.0575,-1.0967,-1.0967
20200325,4,-1.1549,0.0833,-0.5839,-0.5839
20200326,4,-1.5295,0.057,-1.3667,-1.3667
20200327,4,-1.5651,0.0511,-1.4411,-1.4411
20200328,4,-1.8143,0.0322,-1.9619,-1.9619
20200329,4,-1.9446,0.0341,-2.2343,-2.2343
20200330,4,-1.5466,0.0389,-1.4025,-1.4025
20200331,4,-1.8075,0.0423,-1.9477,-1.9477
20200401,4,-1.3948,0.0609,-1.0852,-1.0852
20200402,4,-1.105,0.0485,-0.4794,-0.4794
20200403,4,-1.0682,0.0499,-0.4025,-0.4025
20200404,4,-1.6809,0.0313,-1.6831,-1.6831
20200405,4,-0.985,0.0504,-0.2286,-0.2286
20200406,4,-0.8052,0.0573,0.147,0.147
20200407,4,-1.0377,0.0525,-0.3389,-0.3389
20200408,4,-0.4501,0.0604,0.8894,0.8894
20200409,4,-0.8811,0.0754,-0.0116,-0.0116
20200410,4,-0.6062,0.0647,0.563,0.563
20200411,4,-1.4612,0.023,-1.224,-1.224
20200412,4,-1.7707,0.0372,-1.8708,-1.8708
20200413,4,-0.7324,0.0497,0.2992,0.2992
20200414,4,-1.3086,0.0417,-0.905,-0.905
20200415,4,-0.676,0.0413,0.4172,0.4172
20200416,4,-0.8931,0.0581,-0.0365,-0.0365
20200417,4,-0.9635,0.0632,-0.1838,-0.1838
20200418,4,-1.1684,0.02,-0.612,-0.612
20200419,4,-1.5116,0.0323,-1.3294,-1.3294
20200420,4,-0.4053,0.0468,0.9829,0.9829
20200421,4,-0.8747,0.0365,0.0018,0.0018
20200422,4,-0.4277,0.0361,0.9361,0.9361
20200423,4,-0.0847,0.0605,1.653,1.653
20200424,4,-0.3932,0.0514,1.0081,1.0081
20200425,4,-1.0616,0.0315,-0.3887,-0.3887
20200426,4,-1.868,0.0243,-2.0742,-2.0742
20200427,4,-0.7863,0.0544,0.1865,0.1865
20200428,4,-0.304,0.0469,1.1946,1.1946
20200429,4,-0.7681,0.038,0.2247,0.2247
20200430,4,-0.383,0.0484,1.0296,1.0296
20200501,4,-1.5824,0.0218,-1.4773,-1.4773
20200502,4,-1.4798,0.0207,-1.2627,-1.2627
20200503,4,-1.4499,0.0282,-1.2003,-1.2003
20200504,4,-1.611,0.0222,-1.5371,-1.5371
20200505,4,-1.5609,0.021,-1.4324,-1.4324
20200506,4,-0.9111,0.0436,-0.0743,-0.0743
20200507,4,-1.2028,0.0347,-0.6838,-0.6838
20200508,4,-0.5182,0.0311,0.7469,0.7469
20200509,4,-1.5146,0.0224,-1.3355,-1.3355
20200510,4,-1.4984,0.0233,-1.3016,-1.3016
20200511,4,-1.6814,0.0351,-1.6841,-1.6841
20200512,4,-1.4087,0.0391,-1.1142,-1.1142
20200513,4,-2.023,0.0642,-2.3981,-2.3981
20200514,4,-1.1533,0.0611,-0.5804,-0.5804
20200515,4,-0.5974,0.0377,0.5815,0.5815
20200516,4,-1.0102,0.0216,-0.2814,-0.2814
20200517,4,-1.7296,0.0448,-1.785,-1.785
20200518,4,-0.8177,0.035,0.121,0.121
20200519,4,-0.5134,0.0419,0.757,0.757
20200520,4,-0.5531,0.0395,0.674,0.674
20200521,4,-0.4986,0.0361,0.788,0.788
20200522,4,-0.3834,0.0361,1.0286,1.0286
20200523,4,-1.2973,0.0241,-0.8814,-0.8814
20200524,4,-1.2144,0.0196,-0.708,-0.708
20200525,4,-0.3977,0.0526,0.9988,0.9988
20200526,4,-0.8477,0.0345,0.0584,0.0584
20200527,4,-0.7101,0.0339,0.3459,0.3459
20200528,4,-0.4996,0.0443,0.7859,0.7859
20200529,4,-0.4788,0.0541,0.8292,0.8292
20200530,4,-1.302,0.0419,-0.8912,-0.8912
20200531,4,-1.5372,0.0384,-1.3828,-1.3828
20200601,4,0.0216,0.0452,1.8752,1.8752
20200602,4,-0.337,0.042,1.1257,1.1257
20200603,4,-0.5923,0.0407,0.592,0.592
20200604,4,-0.4064,0.0337,0.9807,0.9807
20200605,4,-0.4984,0.0303,0.7883,0.7883
20200606,4,-0.5745,0.0337,0.6292,0.6292
20200607,4,-0.6186,0.0249,0.5371,0.5371
20200608,4,-0.224,0.0352,1.3618,1.3618
20200609,4,-0.0073,0.0336,1.8148,1.8148
20200610,4,0.2954,0.039,2.4474,2.4474
20200611,4,-0.7741,0.0421,0.2121,0.2121
20200612,4,-0.8305,0.0212,0.0942,0.0942
20200613,4,-0.4331,0.023,0.9248,0.9248
20200614,4,-0.9925,0.0292,-0.2444,-0.2444
20200615,4,-0.3803,0.0524,1.0351,1.0351
20200616,4,-0.184,0.0376,1.4454,1.4454
20200617,4,-0.2879,0.0384,1.2282,1.2282
20200618,4,-1.2191,0.0459,-0.718,-0.718
20200619,4,-0.2635,0.0465,1.2792,1.2792
20200620,4,-0.8935,0.0238,-0.0373,-0.0373
20200621,4,-0.8309,0.0197,0.0933,0.0933
20200622,4,0.1146,0.0441,2.0696,2.0696
20200623,4,-0.3622,0.0785,1.0731,1.0731
20200624,4,-0.57,0.0294,0.6387,0.6387
20200625,4,-0.4476,0.0385,0.8945,0.8945
20200626,4,-0.4025,0.0288,0.9887,0.9887
20200627,4,-0.8522,0.0277,0.0488,0.0488
20200628,4,-0.2006,0.0369,1.4107,1.4107
20200629,4,-0.357,0.0404,1.0838,1.0838
20200630,4,0.1889,0.0405,2.2248,2.2248
20200701,4,-0.5468,0.0276,0.6871,0.6871
20200702,4,-0.4253,0.0382,0.9412,0.9412
20200703,4,-0.3138,0.0495,1.1742,1.1742
20200704,4,-1.2946,0.0458,-0.8758,-0.8758
20200705,4,-1.1143,0.0371,-0.499,-0.499
20200706,4,-0.7578,0.046,0.2462,0.2462
20200707,4,-0.358,0.0497,1.0818,1.0818
20200708,4,-0.1837,0.0397,1.4461,1.4461
20200709,4,-0.4545,0.0411,0.88,0.88
20200710,4,-0.5509,0.0304,0.6786,0.6786
20200711,4,-0.4774,0.019,0.8323,0.8323
20200712,4,-1.1101,0.0244,-0.4902,-0.4902
20200713,4,-0.2685,0.0503,1.2688,1.2688
20200714,4,-0.506,0.0402,0.7724,0.7724
20200715,4,-0.707,0.0387,0.3523,0.3523
20200716,4,-0.6561,0.0385,0.4587,0.4587
20200717,4,-0.366,0.0436,1.065,1.065
20200718,4,-0.3824,0.0209,1.0308,1.0308
20200719,4,-0.9382,0.0275,-0.1308,-0.1308
20200720,4,-0.3266,0.0402,1.1474,1.1474
20200721,4,-0.6334,0.0516,0.5061,0.5061
20200722,4,-0.1175,0.047,1.5845,1.5845
20200723,4,-1.3968,0.0421,-1.0893,-1.0893
20200724,4,-0.9093,0.0507,-0.0704,-0.0704
20200725,4,-1.0847,0.0341,-0.437,-0.437
20200726,4,-0.8691,0.0467,0.0135,0.0135
20200727,4,-0.3304,0.0404,1.1394,1.1394
20200728,4,-0.653,0.0333,0.4653,0.4653
20200729,4,-0.3092,0.0447,1.1838,1.1838
20200730,4,-0.5283,0.0558,0.7258,0.7258
20200731,4,-0.6876,0.0313,0.3929,0.3929
20200801,4,-0.7974,0.0282,0.1634,0.1634
20200802,4,-0.6546,0.0241,0.4619,0.4619
20200803,4,-0.5436,0.0647,0.6937,0.6937
20200804,4,-0.8717,0.0408,0.0081,0.0081
20200805,4,-0.2562,0.0417,1.2946,1.2946
20200806,4,-0.7304,0.05,0.3034,0.3034
20200807,4,-1.258,0.0405,-0.7993,-0.7993
20200808,4,-1.5998,0.027,-1.5137,-1.5137
20200809,4,-0.5975,0.0465,0.5812,0.5812
20200810,4,-0.739,0.032,0.2855,0.2855
20200811,4,-0.6028,0.0489,0.5701,0.5701
20200812,4,-0.6193,0.0443,0.5356,0.5356
20200813,4,-0.4976,0.0544,0.79,0.79
20200814,4,-0.1634,0.0397,1.4886,1.4886
20200815,4,0.1277,0.04,2.0969,2.0969
20200816,4,-0.6804,0.0208,0.4079,0.4079
20200817,4,-0.0736,0.0441,1.6763,1.6763
20200818,4,-0.327,0.0406,1.1466,1.1466
20200819,4,-0.1598,0.037,1.496,1.496
20200820,4,-0.6462,0.0455,0.4794,0.4794
20200821,4,-0.6491,0.0356,0.4733,0.4733
20200822,4,-1.147,0.0212,-0.5672,-0.5672
20200823,4,-1.1076,0.0194,-0.4849,-0.4849
20200824,4,0.1542,0.0329,2.1523,2.1523
20200825,4,-0.1107,0.0429,1.5987,1.5987
20200826,4,-0.5009,0.0347,0.783,0.783
20200827,4,-0.46,0.0343,0.8685,0.8685
20200828,4,-0.4999,0.0547,0.7851,0.7851
20200829,4,-1.1198,0.0298,-0.5103,-0.5103
20200830,4,-0.9622,0.031,-0.181,-0.181
20200831,4,-0.3743,0.047,1.0476,1.0476
20200901,4,-0.4422,0.0315,0.9058,0.9058
20200902,4,-0.3375,0.0345,1.1246,1.1246
20200903,4,-0.9174,0.0375,-0.0875,-0.0875
20200904,4,-0.5769,0.0315,0.6242,0.6242
20200905,4,-1.4671,0.0166,-1.2362,-1.2362
20200906,4,-1.3761,0.0245,-1.0462,-1.0462
20200907,4,-0.2669,0.0396,1.2721,1.2721
20200908,4,-0.4149,0.0281,0.9628,0.9628
20200909,4,-0.4841,0.0341,0.8183,0.8183
20200910,4,-0.1729,0.0374,1.4686,1.4686
20200911,4,0.1958,0.0363,2.2391,2.2391
20200912,4,-0.6519,0.0193,0.4676,0.4676
20200913,4,-0.8972,0.0304,-0.0452,-0.0452
20200914,4,-0.5447,0.0405,0.6915,0.6915
20200915,4,-0.2277,0.0293,1.3541,1.3541
20200916,4,-0.6171,0.0468,0.5401,0.5401
20200917,4,-0.4569,0.0376,0.8751,0.8751
20200918,4,0.0144,0.0452,1.8601,1.8601
20200919,4,-0.4598,0.0235,0.8689,0.8689
20200920,4,-1.2782,0.0229,-0.8414,-0.8414
20200921,4,-0.7391,0.0562,0.2852,0.2852
20200922,4,-0.7085,0.0672,0.3492,0.3492
20200923,4,-0.3441,0.0317,1.1107,1.1107
20200924,4,-1.1133,0.0373,-0.4968,-0.4968
20200925,4,-0.4213,0.0428,0.9495,0.9495
20200926,4,-1.4111,0.0385,-1.1193,-1.1193
20200927,4,-1.4416,0.0152,-1.183,-1.183
20200928,4,-0.8851,0.0555,-0.0199,-0.0199
20200929,4,-1.1354,0.05,-0.5431,-0.5431
20200930,4,-0.4944,0.0427,0.7967,0.7967
20201001,4,-0.6741,0.0641,0.4211,0.4211
20201002,4,-0.574,0.0304,0.6304,0.6304
20201003,4,-1.275,0.0185,-0.8348,-0.8348
20201004,4,-1.2268,0.0284,-0.7341,-0.7341
20201005,4,-0.2432,0.039,1.3217,1.3217
20201006,4,-0.8282,0.0259,0.099,0.099
20201007,4,-0.2281,0.0494,1.3534,1.3534
20201008,4,-1.0641,0.0453,-0.3941,-0.3941
20201009,4,0.1301,0.0289,2.1018,2.1018
20201010,4,-0.5318,0.0171,0.7186,0.7186
20201011,4,-0.4867,0.0248,0.8127,0.8127
20201012,4,-0.5159,0.0625,0.7518,0.7518
20201013,4,-0.4315,0.0374,0.9281,0.9281
20201014,4,-0.0712,0.0534,1.6812,1.6812
20201015,4,-0.6028,0.0424,0.5702,0.5702
20201016,4,-0.8556,0.046,0.0419,0.0419
20201017,4,-1.3036,0.0367,-0.8946,-0.8946
20201018,4,-1.734,0.0276,-1.7941,-1.7941
20201019,4,-0.2968,0.036,1.2096,1.2096
20201021,4,-0.8566,0.0461,0.0397,0.0397
20201022,4,0.0607,0.0845,1.9568,1.9568
20201023,4,-0.6737,0.0584,0.4219,0.4219
20201024,4,-0.4589,0.0307,0.8709,0.8709
20201025,4,-0.7129,0.0414,0.34,0.34
20201026,4,-0.3823,0.0424,1.031,1.031
20201027,4,-0.4905,0.0618,0.8049,0.8049
20201028,4,-0.094,0.051,1.6335,1.6335
20201029,4,-0.3498,0.108,1.0989,1.0989
20201030,4,-0.5154,0.0573,0.7527,0.7527
20201031,4,-0.9895,0.0355,-0.2382,-0.2382
20201101,4,-0.8635,0.031,0.0252,0.0252
20201102,4,-0.0715,0.059,1.6805,1.6805
20201103,4,-1.246,0.0561,-0.7743,-0.7743
20201104,4,-0.1671,0.0158,1.4807,1.4807
20201105,4,0.761,0.0587,3.4205,3.4205
20201106,4,-0.5452,0.0566,0.6906,0.6906
20201107,4,-0.3317,0.0231,1.1367,1.1367
20201108,4,-0.5244,0.0249,0.7339,0.7339
20201109,4,-0.213,0.0416,1.3849,1.3849
20201110,4,0.1159,0.049,2.0722,2.0722
20201111,4,1.1115,0.1099,4.1531,4.1531
20201112,4,-0.0383,0.046,1.7501,1.7501
20201113,4,0.0081,0.0421,1.8469,1.8469
20201114,4,-0.4448,0.0192,0.9003,0.9003
20201115,4,-0.6245,0.0453,0.5247,0.5247
20201116,4,-0.7157,0.0448,0.3341,0.3341
20201117,4,0.1229,0.0516,2.087,2.087
20201118,4,0.0632,0.0514,1.9621,1.9621
20201119,4,-0.0571,0.047,1.7105,1.7105
20201120,4,-0.2337,0.0384,1.3414,1.3414
20201121,4,-0.9416,0.0212,-0.138,-0.138
20201122,4,-0.9372,0.021,-0.1288,-0.1288
20201123,4,-0.2704,0.0391,1.2648,1.2648
20201124,4,-0.2646,0.0406,1.2769,1.2769
20201125,4,-0.2384,0.082,1.3317,1.3317
20201126,4,-0.4338,0.0784,0.9234,0.9234
20201127,4,0.0336,0.073,1.9003,1.9003
20201128,4,-0.6663,0.0257,0.4375,0.4375
20201129,4,-0.7603,0.046,0.2409,0.2409
20201130,4,-0.2415,0.0642,1.3252,1.3252
20201201,4,-0.0675,0.046,1.6889,1.6889
20201202,4,-0.2052,0.0483,1.4012,1.4012
20201203,4,-0.5686,0.054,0.6417,0.6417
20201204,4,-0.2685,0.0348,1.2689,1.2689
20201205,4,-0.903,0.0193,-0.0573,-0.0573
20201206,4,-0.8557,0.0183,0.0416,0.0416
20201207,4,-0.2811,0.0473,1.2424,1.2424
20201208,4,-0.4476,0.0693,0.8945,0.8945
20201209,4,-0.3503,0.0478,1.0979,1.0979
20201210,4,-0.3879,0.0552,1.0192,1.0192
20201211,4,-0.6922,0.0561,0.3833,0.3833
20201212,4,-0.2697,0.0295,1.2663,1.2663
20201213,4,-0.6685,0.0307,0.4328,0.4328
20201214,4,-0.7025,0.0519,0.3618,0.3618
20201215,4,-0.5077,0.054,0.7689,0.7689
20201216,4,-0.7496,0.0458,0.2634,0.2634
20201217,4,-0.7586,0.039,0.2444,0.2444
20201218,4,-0.2829,0.0392,1.2387,1.2387
20201219,4,-0.3095,0.0233,1.1831,1.1831
20201220,4,-0.4338,0.0214,0.9234,0.9234
20201221,4,0.008,0.0449,1.8467,1.8467
20201222,4,-0.4246,0.0411,0.9426,0.9426
20201223,4,-0.6064,0.0586,0.5625,0.5625
20201224,4,-1.5797,0.2126,-1.4717,-1.4717
20201225,4,-0.6935,0.0923,0.3806,0.3806
20201226,4,-0.759,0.0285,0.2436,0.2436
20201227,4,-1.014,0.0316,-0.2894,-0.2894
20201228,4,-0.779,0.0446,0.2018,0.2018
20201229,4,-0.6219,0.0468,0.5303,0.5303
20201230,4,-0.3184,0.0421,1.1645,1.1645
20201231,4,-0.6963,0.0389,0.3746,0.3746
20210101,4,-0.8305,0.051,0.0942,0.0942
20210102,4,-1.161,0.0395,-0.5965,-0.5965
20210103,4,-1.0651,0.039,-0.3961,-0.3961
20210104,4,-0.8946,0.027,-0.0397,-0.0397
20210105,4,-0.705,0.0288,0.3566,0.3566
20210106,4,-0.7257,0.0237,0.3133,0.3133
20210107,4,-0.5907,0.0208,0.5954,0.5954
20210108,4,-0.9635,0.0217,-0.1837,-0.1837
20210109,4,-1.3507,0.0549,-0.9931,-0.9931
20210110,4,-1.6282,0.0369,-1.573,-1.573
20210111,4,-0.585,0.0526,0.6074,0.6074
20210112,4,-0.7577,0.0483,0.2463,0.2463
20210113,4,-0.9124,0.0472,-0.077,-0.077
20210114,4,-0.1209,0.0618,1.5772,1.5772
20210115,4,-0.5527,0.0563,0.6749,0.6749
20210116,4,-1.5903,0.028,-1.4937,-1.4937
20210117,4,-1.1277,0.0496,-0.5268,-0.5268
20210118,4,-0.5221,0.0617,0.7389,0.7389
20210119,4,-0.3526,0.0615,1.093,1.093
20210120,4,-0.6751,0.0947,0.419,0.419
20210121,4,-0.3869,0.072,1.0213,1.0213
20210122,4,0.0665,0.0612,1.969,1.969
20210123,4,-0.9773,0.0398,-0.2127,-0.2127
20210124,4,-1.3728,0.0383,-1.0392,-1.0392
20210125,4,-0.4345,0.0518,0.9218,0.9218
20210126,4,-0.6351,0.0528,0.5026,0.5026
20210127,4,-0.5934,0.0632,0.5898,0.5898
20210128,4,-0.4208,0.0654,0.9504,0.9504
20210129,4,-0.4695,0.0522,0.8487,0.8487
20210130,4,-1.0211,0.0402,-0.3042,-0.3042
20210131,4,-0.8376,0.0397,0.0794,0.0794
20210201,4,-0.1896,0.0595,1.4338,1.4338
20210202,4,-0.4651,0.0522,0.8579,0.8579
20210203,4,-0.451,0.0949,0.8874,0.8874
20210204,4,-0.7376,0.0627,0.2884,0.2884
20210205,4,-0.772,0.0564,0.2165,0.2165
20210206,4,-1.3702,0.0699,-1.0337,-1.0337
20210207,4,-1.5956,0.0428,-1.5049,-1.5049
20210208,4,-0.7572,0.0579,0.2473,0.2473
20210209,4,-0.243,0.0619,1.3222,1.3222
20210210,4,-0.6598,0.058,0.4509,0.4509
20210211,4,-0.4503,0.0637,0.8889,0.8889
20210212,4,-0.7456,0.0551,0.2717,0.2717
20210213,4,-0.8891,0.0333,-0.0284,-0.0284
20210214,4,-0.37,0.0385,1.0568,1.0568
20210215,4,-0.5897,0.0676,0.5974,0.5974
20210216,4,-0.4671,0.0939,0.8538,0.8538
20210217,4,-0.5542,0.0744,0.6716,0.6716
20210218,4,-0.5635,0.0585,0.6522,0.6522
20210219,4,-0.7086,0.0667,0.3489,0.3489
20210220,4,-0.3295,0.0785,1.1413,1.1413
20210221,4,-0.8449,0.0378,0.064,0.064
20210222,4,-0.6761,0.0522,0.4169,0.4169
20210223,4,-1.093,0.0384,-0.4543,-0.4543
20210224,4,-0.2184,0.0631,1.3736,1.3736
20210225,4,-0.5743,0.0582,0.6298,0.6298
20210226,4,-0.3584,0.0689,1.0808,1.0808
20210227,4,-0.9973,0.0474,-0.2545,-0.2545
20210228,4,-0.6229,0.041,0.5281,0.5281
