"field name","english description","russian description","format"
"G374","The number of taxpayers who incurred expenses of taxpayer organizations whose authorized (contributed) capital consists entirely of contributions from religious organizations, in the form of profits received from the sale of religious literature and religious items, subject to the transfer of these amounts to the implementation of the statutory activities of the said religious organizations (900) (units)","Количество налогоплательщиков, произведших расходы налогоплательщиков-организаций, уставный (складочный) капитал которых состоит полностью из вклада религиозных организаций, в виде сумм прибыли, полученной от реализации религиозной литературы и предметов религиозного назначения, при условии перечисления этих сумм на осуществление уставной деятельности указанных религиозных организаций (900) (ед.)","integer"
"G375","Expenses in the form of deductions from organizations within the structure of DOSAAF Russia, for the accumulation and redistribution of funds to organizations within the structure of DOSAAF Russia, for the purpose of ensuring the training of citizens in military registration specialties in accordance with the legislation of the Russian Federation, military-patriotic education of youth, and the development of aviation, technical, and military-applied sports (910) (thousand rubles)","Расходы в виде отчислений организаций, входящих в структуру ДОСААФ России, для аккумулирования и перераспределения средств организациям, входящим в структуру ДОСААФ России, в целях обеспечения подготовки в соответствии с законодательством Российской Федерации граждан по военно-учетным специальностям, военно-патриотического воспитания молодежи, развития авиационных, технических и военно-прикладных видов спорта (910) (тыс. руб.)","integer"
"G376","The number of taxpayers who incurred expenses in the form of deductions from organizations included in the structure of DOSAAF Russia, for the accumulation and redistribution of funds to organizations included in the structure of DOSAAF Russia, for the purpose of ensuring the training of citizens in military registration specialties in accordance with the legislation of the Russian Federation, military-patriotic education of youth, the development of aviation, technical and military-applied sports (910) (units)","Количество налогоплательщиков, произведших расходы в виде отчислений организаций, входящих в структуру ДОСААФ России, для аккумулирования и перераспределения средств организациям, входящим в структуру ДОСААФ России, в целях обеспечения подготовки в соответствии с законодательством Российской Федерации граждан по военно-учетным специальностям, военно-патриотического воспитания молодежи, развития авиационных, технических и военно-прикладных видов спорта (910) (ед.)","integer"
"G377","Taxpayer expenses related to the gratuitous provision of airtime and/or print space in accordance with the legislation of the Russian Federation on elections and referendums (930) (thousand rubles)","Расходы налогоплательщиков, связанные с безвозмездным предоставлением эфирного времени и (или) печатной площади в соответствии с законодательством Российской Федерации о выборах и референдумах (930) (тыс. руб.)","integer"
"G378","The number of taxpayers who incurred taxpayer expenses related to the gratuitous provision of airtime and (or) print space in accordance with the legislation of the Russian Federation on elections and referendums (930) (units)","Количество налогоплательщиков, произведших расходы налогоплательщиков, связанные с безвозмездным предоставлением эфирного времени и (или) печатной площади в соответствии с законодательством Российской Федерации о выборах и референдумах (930) (ед.)","integer"
"G379","Expenses in the form of shortages of material assets in production and warehouses, at retail enterprises in the absence of guilty persons, as well as losses from theft, the perpetrators of which have not been identified (940) (thousand rubles)","Расходы в виде недостачи материальных ценностей в производстве и на складах, на предприятиях торговли в случае отсутствия виновных лиц, а также убытки от хищений, виновники которых не установлены (940) (тыс. руб.)","integer"
"G380","The number of taxpayers who incurred expenses in the form of shortages of material assets in production and warehouses, at retail enterprises in the absence of guilty persons, as well as losses from theft, the perpetrators of which have not been identified (940) (units)","Количество налогоплательщиков, произведших расходы в виде недостачи материальных ценностей в производстве и на складах, на предприятиях торговли в случае отсутствия виновных лиц, а также убытки от хищений, виновники которых не установлены (940) (ед.)","integer"
"G381","Losses from natural disasters, fires, accidents and other emergency situations, including costs associated with the prevention or elimination of the consequences of natural disasters or emergency situations (950) (thousand rubles)","Потери от стихийных бедствий, пожаров, аварий и других чрезвычайных ситуаций, включая затраты, связанные с предотвращением или ликвидацией последствий стихийных бедствий или чрезвычайных ситуаций (950) (тыс. руб.)","integer"
"G382","The number of taxpayers who incurred expenses - losses from natural disasters, fires, accidents and other emergency situations, including costs associated with the prevention or elimination of the consequences of natural disasters or emergency situations (950) (units)","Количество налогоплательщиков, произведших расходы - потери от стихийных бедствий, пожаров, аварий и других чрезвычайных ситуаций, включая затраты, связанные с предотвращением или ликвидацией последствий стихийных бедствий или чрезвычайных ситуаций (950) (ед.)","integer"
"G383","Loss arising for a taxpayer - participant (shareholder) of an organization upon its liquidation (including as a result of bankruptcy proceedings), withdrawal (retirement) from the organization and determined on the date of liquidation of the organization, withdrawal (retirement) from the organization as a negative difference between income in the form of the market price of the property (property rights) received by the said participant (shareholder) and the cost of the share (unit) actually paid (regardless of the form of payment) by the taxpayer - participant (shareholder) of this organization (951) (thousand rubles)","Убыток, возникающий у налогоплательщика - участника (пайщика) организации при ее ликвидации (в том числе в результате применения процедуры банкротства), выходе (выбытии) из организации и определяемый на дату ликвидации организации, выхода (выбытия) из организации как отрицательная разница между доходами в виде рыночной цены получаемого указанным участником (пайщиком) имущества (имущественных прав) и фактически оплаченной (вне зависимости от формы оплаты) налогоплательщиком - участником (пайщиком) этой организации стоимости доли (пая) (951) (тыс. руб.)","integer"
"G384","The number of taxpayers who incurred expenses is a loss incurred by a taxpayer - participant (shareholder) of an organization upon its liquidation (including as a result of bankruptcy proceedings), withdrawal (retirement) from the organization and determined on the date of liquidation of the organization, withdrawal (retirement) from the organization as a negative difference between income in the form of the market price of the property (property rights) received by the said participant (shareholder) and the cost of the share (unit) actually paid (regardless of the form of payment) by the taxpayer - participant (shareholder) of this organization (951) (thousand rubles)","Количество налогоплательщиков, произведших расходы -убыток, возникающий  у налогоплательщика - участника (пайщика) организации при ее ликвидации (в том числе в результате применения процедуры банкротства), выходе (выбытии) из организации и определяемый на дату ликвидации организации, выхода (выбытия) из организации как отрицательная разница между доходами в виде рыночной цены получаемого указанным участником (пайщиком) имущества (имущественных прав) и фактически оплаченной (вне зависимости от формы оплаты) налогоплательщиком - участником (пайщиком) этой организации стоимости доли (пая) (951) (тыс. руб.)","integer"
"G385","Amount of depreciation accrued: straight-line method (thousand rubles)","Сумма амортизации, начисленная: 
линейным методом (тыс. руб.)","integer"
"G386","The number of taxpayers who incurred expenses in the amount of depreciation calculated using the straight-line method (units)","Количество налогоплательщиков, произведших расходы по сумме амортизации, начисленной 
линейным методом (ед)","integer"
"G387","Amount of depreciation accrued: non-linear method (thousand rubles)","Сумма амортизации, начисленная: нелинейным методом (тыс. руб.)","integer"
"G388","Number of taxpayers who incurred expenses in the amount of depreciation calculated using the non-linear method (units)","Количество налогоплательщиков, произведших расходы по сумме амортизации, начисленной нелинейным методом (ед.)","integer"
"G389","Expenses for the acquisition of medical devices for the diagnosis (treatment) of a new coronavirus infection according to the list approved by the Government of the Russian Federation, as well as for the construction, manufacture, delivery and bringing of the said medical devices to a condition in which they are suitable for use (subparagraph 48.12 of paragraph 1 of Article 264 of the Code) (960) (thousand rubles)","Расходы на приобретение медицинских изделий для диагностики (лечения) новой коронавирусной инфекции по перечню, утверждаемому Правительством Российской Федерации, а также на сооружение, изготовление, доставку и доведение указанных медицинских изделий до состояния, в котором они пригодны для использования (подпункт 48.12 пункта 1 статьи 264 Кодекса) (960) (тыс.руб)","integer"
"G390","The number of taxpayers who incurred expenses for the acquisition of medical devices for the diagnosis (treatment) of the new coronavirus infection according to the list approved by the Government of the Russian Federation, as well as for the construction, manufacture, delivery and bringing of the said medical devices to a condition in which they are suitable for use (subparagraph 48.12 of paragraph 1 of Article 264 of the Code) (960) (units)","Количество налогоплательщиков, произведших расходы на приобретение медицинских изделий для диагностики (лечения) новой коронавирусной инфекции по перечню, утверждаемому Правительством Российской Федерации, а также на сооружение, изготовление, доставку и доведение указанных медицинских изделий до состояния, в котором они пригодны для использования (подпункт 48.12 пункта 1 статьи 264 Кодекса) (960) (ед)","integer"
"G391","The amount of tax expenses taken into account for tax purposes by certain categories of taxpayers who have incurred expenses for the acquisition of medical devices for the diagnosis (treatment) of a new coronavirus infection according to the list approved by the Government of the Russian Federation, as well as for the construction, manufacture, delivery and bringing of the said medical devices to a condition in which they are suitable for use (subparagraph 48.12 of paragraph 1 of Article 264 of the Code) (960)","Сумма налоговых расходов, учитываемых для целей налогообложения отдельными категориями налогоплательщиков,  произведших расходы на приобретение медицинских изделий для диагностики (лечения) новой коронавирусной инфекции по перечню, утверждаемому Правительством Российской Федерации, а также на сооружение, изготовление, доставку и доведение указанных медицинских изделий до состояния, в котором они пригодны для использования (подпункт 48.12 пункта 1 статьи 264 Кодекса) (960)","integer"
"G392","Expenses in the form of the value of property (including cash) intended for use for the purposes of preventing and preventing the spread, as well as the diagnosis and treatment of a new coronavirus infection, transferred free of charge to medical organizations that are non-profit organizations, state authorities and administration bodies and (or) local government bodies, state and municipal institutions, state and municipal unitary enterprises (subparagraph 19.5 of paragraph 1 of Article 265 of the Code) (961) (thousand rubles)","Расходы в виде стоимости имущества (включая денежные средства), предназначенного для использования в целях предупреждения и предотвращения распространения, а также диагностики и лечения новой коронавирусной инфекции, безвозмездно переданного медицинским организациям, являющимся некоммерческими организациями, органам государственной власти и управления и (или) органам местного самоуправления, государственным и муниципальным учреждениям, государственным и муниципальным унитарным предприятиям (подпункт 19.5пункта 1 статьи 265 Кодекса) (961) (тыс. руб.)","integer"
"G393","The number of taxpayers who incurred expenses in the form of the value of property (including cash) intended for use for the purposes of preventing and preventing the spread, as well as the diagnosis and treatment of a new coronavirus infection, transferred free of charge to medical organizations that are non-profit organizations, state authorities and administration bodies and (or) local government bodies, state and municipal institutions, state and municipal unitary enterprises (subparagraph 19.5 of paragraph 1 of Article 265 of the Code) (961) (units)","Количество налогоплательщиков, произведших расходы в виде стоимости имущества (включая денежные средства), предназначенного для использования в целях предупреждения и предотвращения распространения, а также диагностики и лечения новой коронавирусной инфекции, безвозмездно переданного медицинским организациям, являющимся некоммерческими организациями, органам государственной власти и управления и (или) органам местного самоуправления, государственным и муниципальным учреждениям, государственным и муниципальным унитарным предприятиям (подпункт 19.5пункта 1 статьи 265 Кодекса) (961) (ед.)","integer"
"G394","The amount of tax expenses taken into account for tax purposes by certain categories of taxpayers who incurred expenses in the form of the value of property (including cash) intended for use in the prevention and control of the spread, as well as the diagnosis and treatment of a new coronavirus infection, transferred free of charge to medical organizations that are non-profit organizations, state authorities and administration bodies and (or) local government bodies, state and municipal institutions, state and municipal unitary enterprises (subparagraph 19.5 of paragraph 1 of Article 265 of the Code) (961) (thousand rubles)","Сумма налоговых расходов, учитываемых для целей налогообложения отдельными категориями налогоплательщиков,  произведших расходы в виде стоимости имущества (включая денежные средства), предназначенного для использования в целях предупреждения и предотвращения распространения, а также диагностики и лечения новой коронавирусной инфекции, безвозмездно переданного медицинским организациям, являющимся некоммерческими организациями, органам государственной власти и управления и (или) органам местного самоуправления, государственным и муниципальным учреждениям, государственным и муниципальным унитарным предприятиям (подпункт 19.5пункта 1 статьи 265 Кодекса) (961) (тыс. руб.)","integer"
"G395","Expenses in the form of the value of property (including cash) transferred free of charge to non-profit organizations: non-profit organizations included in the register of socially oriented non-profit organizations. The procedure for maintaining the register of socially oriented non-profit organizations, the federal executive body authorized to maintain said register, and the criteria for including non-profit organizations in said register are established by the Government of the Russian Federation (paragraph two of subparagraph 19.6 of paragraph 1 of Article 265 of the Code) (965) (thousand rubles).","расходы в виде стоимости имущества (включая денежные средства), безвозмездно переданного некоммерческим организациям:
некоммерческим организациям, включенным в реестр социально ориентированных некоммерческих организаций. Порядок ведения реестра социально ориентированных некоммерческих организаций, федеральный орган исполнительной власти, уполномоченный на ведение указанного реестра, критерии включения некоммерческих организаций в указанный реестр устанавливаются Правительством Российской Федераци (абзац второй подпункта 19.6 пункта 1 статьи 265 Кодекса) (965) (тыс.руб.)","integer"
"G396","The number of taxpayers who incurred expenses in the form of expenses in the form of the value of property (including cash) transferred free of charge to non-profit organizations: non-profit organizations included in the register of socially oriented non-profit organizations. The procedure for maintaining the register of socially oriented non-profit organizations, the federal executive body authorized to maintain said register, and the criteria for including non-profit organizations in said register are established by the Government of the Russian Federation (paragraph two of subparagraph 19.6 of paragraph 1 of Article 265 of the Code) (965) (units)","Количество налогоплательщиков, произведших расходы в виде расходы в виде стоимости имущества (включая денежные средства), безвозмездно переданного некоммерческим организациям:
некоммерческим организациям, включенным в реестр социально ориентированных некоммерческих организаций. Порядок ведения реестра социально ориентированных некоммерческих организаций, федеральный орган исполнительной власти, уполномоченный на ведение указанного реестра, критерии включения некоммерческих организаций в указанный реестр устанавливаются Правительством Российской Федераци (абзац второй подпункта 19.6 пункта 1 статьи 265 Кодекса) (965) (ед)","integer"
"G397","The amount of tax expenses taken into account for tax purposes by certain categories of taxpayers who incurred expenses in the form of expenses in the form of the value of property (including cash) transferred free of charge to non-profit organizations: non-profit organizations included in the register of socially oriented non-profit organizations. The procedure for maintaining the register of socially oriented non-profit organizations, the federal executive body authorized to maintain said register, and the criteria for including non-profit organizations in said register are established by the Government of the Russian Federation (paragraph two of subparagraph 19.6 of paragraph 1 of Article 265 of the Code) (965) (thousand rubles).","Сумма налоговых расходов, учитываемых для целей налогообложения отдельными категориями налогоплательщиков,  произведших расходы в виде расходы в виде стоимости имущества (включая денежные средства), безвозмездно переданного некоммерческим организациям:
некоммерческим организациям, включенным в реестр социально ориентированных некоммерческих организаций. Порядок ведения реестра социально ориентированных некоммерческих организаций, федеральный орган исполнительной власти, уполномоченный на ведение указанного реестра, критерии включения некоммерческих организаций в указанный реестр устанавливаются Правительством Российской Федераци (абзац второй подпункта 19.6 пункта 1 статьи 265 Кодекса) (965) (тыс.руб.)","integer"
"G398","Centralized religious organizations, religious organizations that are part of the structure of centralized religious organizations, socially oriented non-profit organizations whose founders are centralized religious organizations or religious organizations that are part of the structure of centralized religious organizations (paragraph three of subparagraph 19.6 of paragraph 1 of Article 265 of the Code) (966) (thousand rubles)","Централизованным религиозным организациям, религиозным организациям, входящим в структуру централизованных религиозных организаций, социально ориентированным некоммерческим организациям, учредителями которых являются централизованные религиозные организации или религиозные организации, входящие в структуру централизованных религиозных организаций (абзац третий подпункта 19.6 пункта 1 статьи 265 Кодекса) (966)(тыс. руб.)","integer"
"G399","The number of taxpayers who incurred expenses to centralized religious organizations, religious organizations that are part of the structure of centralized religious organizations, socially oriented non-profit organizations whose founders are centralized religious organizations or religious organizations that are part of the structure of centralized religious organizations (paragraph three of subparagraph 19.6 of paragraph 1 of Article 265 of the Code) (966) (units)","Количество налогоплательщиков, произведших расходы централизованным религиозным организациям, религиозным организациям, входящим в структуру централизованных религиозных организаций, социально ориентированным некоммерческим организациям, учредителями которых являются централизованные религиозные организации или религиозные организации, входящие в структуру централизованных религиозных организаций (абзац третий подпункта 19.6 пункта 1 статьи 265 Кодекса) (966) (ед)","integer"
"G400","The amount of tax expenses taken into account for tax purposes by certain categories of taxpayers who incurred expenses to centralized religious organizations, religious organizations that are part of the structure of centralized religious organizations, socially oriented non-profit organizations whose founders are centralized religious organizations or religious organizations that are part of the structure of centralized religious organizations (paragraph three of subparagraph 19.6 of paragraph 1 of Article 265 of the Code) (966) (thousand rubles)","Сумма налоговых расходов, учитываемых для целей налогообложения отдельными категориями налогоплательщиков,  произведших расходы централизованным религиозным организациям, религиозным организациям, входящим в структуру централизованных религиозных организаций, социально ориентированным некоммерческим организациям, учредителями которых являются централизованные религиозные организации или религиозные организации, входящие в структуру централизованных религиозных организаций (абзац третий подпункта 19.6 пункта 1 статьи 265 Кодекса) (966)(тыс. руб.)","integer"
"G401","expenses taken into account by the taxpayer using the increasing coefficient of 2 when forming the initial cost of a fixed asset included in the list of Russian high-tech equipment approved by the Government of the Russian Federation of the initial cost of a fixed asset included in the list of Russian high-tech equipment approved by the Government of the Russian Federation (paragraph three of clause 1 of Article 257 of the Code) (623) (thousand rubles)","расходы, учтенные налогоплательщиком с применением повышающего коэффициента 2 при формировании первоначальной стоимости основного средства, включенного в перечень российского высокотехнологичного оборудования, утверждаемый Правительством Российской Федерации первоначальной стоимости основного средства, включенного в перечень российского высокотехнологичного оборудования, утверждаемый Правительством Российской Федерации (абзац третий пункта 1 статьи 257 Кодекса) (623)(тыс.руб.)","integer"
"G402","The number of taxpayers who incurred expenses expenses taken into account by the taxpayer using the increasing coefficient of 2 when forming the initial cost of a fixed asset included in the list of Russian high-tech equipment approved by the Government of the Russian Federation of the initial cost of a fixed asset included in the list of Russian high-tech equipment approved by the Government of the Russian Federation (paragraph three of clause 1 of Article 257 of the Code) (623) (units)","Количество налогоплательщиков, произведших расходы расходы, учтенные налогоплательщиком с применением повышающего коэффициента 2 при формировании первоначальной стоимости основного средства, включенного в перечень российского высокотехнологичного оборудования, утверждаемый Правительством Российской Федерации первоначальной стоимости основного средства, включенного в перечень российского высокотехнологичного оборудования, утверждаемый Правительством Российской Федерации (абзац третий пункта 1 статьи 257 Кодекса) (623) (ед)","integer"
"G403","The amount of tax expenses taken into account for tax purposes by certain categories of taxpayers who incurred expenses expenses taken into account by the taxpayer using the increasing coefficient of 2 when forming the initial cost of a fixed asset included in the list of Russian high-tech equipment approved by the Government of the Russian Federation the initial cost of a fixed asset included in the list of Russian high-tech equipment approved by the Government of the Russian Federation (paragraph three of clause 1 of Article 257 of the Code) (623) (thousand rubles)","Сумма налоговых расходов, учитываемых для целей налогообложения отдельными категориями налогоплательщиков,  произведших расходы расходы, учтенные налогоплательщиком с применением повышающего коэффициента 2 при формировании первоначальной стоимости основного средства, включенного в перечень российского высокотехнологичного оборудования, утверждаемый Правительством Российской Федерации первоначальной стоимости основного средства, включенного в перечень российского высокотехнологичного оборудования, утверждаемый Правительством Российской Федерации (абзац третий пункта 1 статьи 257 Кодекса) (623) (тыс.руб.)","integer"
"G404","The amount of tax expenses taken into account for tax purposes by certain categories of taxpayers, expenses taken into account by the taxpayer using a coefficient of 2 when forming the initial cost of a fixed asset included in the unified register of Russian radio-electronic products related to the field of artificial intelligence (clause 1 of Article 257 of the Tax Code of the Russian Federation) (620) (thousand rubles)","Сумма налоговых расходов, учитываемых для целей налогообложения отдельными категориями налогоплательщиков,        расходы, учтенные налогоплательщиком с применением коэффициента 2 при формировании первоначальной стоимости основного средства, включенного в единый реестр российской радиоэлектронной продукции, относящегося к сфере искусственного интеллекта (пункт 1 статьи 257 НК РФ) (620) (тыс. руб.)","integer"
"G405","The number of taxpayers who incurred expenses, expenses taken into account by the taxpayer using the coefficient 2 when forming the initial cost of a fixed asset included in the unified register of Russian radio-electronic products related to the field of artificial intelligence (clause 1 of Article 257 of the Tax Code of the Russian Federation) (620 (units)","Количество налогоплательщиков, произведших расходы, расходы, учтенные налогоплательщиком с применением коэффициента 2 при формировании первоначальной стоимости основного средства, включенного в единый реестр российской радиоэлектронной продукции, относящегося к сфере искусственного интеллекта (пункт 1 статьи 257 НК РФ) (620 (ед)","integer"
"G406","The amount of tax expenses taken into account for tax purposes by certain categories of taxpayers who incurred expenses, expenses taken into account by the taxpayer using the coefficient 2 when forming the initial cost of a fixed asset included in the unified register of Russian radio-electronic products related to the field of artificial intelligence (clause 1 of Article 257 of the Tax Code of the Russian Federation) (620) (thousand rubles)","Сумма налоговых расходов, учитываемых для целей налогообложения отдельными категориями налогоплательщиков,  произведших расходы, расходы, учтенные налогоплательщиком с применением коэффициента 2 при формировании первоначальной стоимости основного средства, включенного в единый реестр российской радиоэлектронной продукции, относящегося к сфере искусственного интеллекта (пункт 1 статьи 257 НК РФ) (620)(тыс. руб.)","integer"
"G407","The amount of tax expenses taken into account for tax purposes by certain categories of taxpayers, expenses taken into account by the taxpayer using a coefficient of 2 when forming the initial cost of a fixed asset included in the unified register of Russian radio-electronic products related to the field of artificial intelligence (clause 1 of Article 257 of the Tax Code of the Russian Federation) (620) (thousand rubles)","Сумма налоговых расходов, учитываемых для целей налогообложения отдельными категориями налогоплательщиков,        расходы, учтенные налогоплательщиком с применением коэффициента 2 при формировании первоначальной стоимости основного средства, включенного в единый реестр российской радиоэлектронной продукции, относящегося к сфере искусственного интеллекта (пункт 1 статьи 257 НК РФ) (620) (тыс. руб.)","integer"
"G408","The number of taxpayers who incurred expenses taken into account by the taxpayer using a coefficient of 2 when forming the initial cost of intangible assets in the form of exclusive rights to computer programs and databases included in the unified register of Russian programs for electronic computers and databases related to the field of artificial intelligence (clause 3 of Article 257 of the Tax Code of the Russian Federation) (621) (units)","Количество налогоплательщиков, произведших расходы, учтенных налогоплательщиком с применением коэффициента 2 при формировании первоначальной стоимости нематериальных активов в виде исключительных прав на программы для ЭВМ и базы данных, включенные в единый реестр российских программ для электронных вычислительных машин и баз данных, относящиеся к сфере искусственного интеллекта (пункт 3 статьи 257 НК РФ) (621) (ед)","integer"
"G409","The amount of tax expenses taken into account for tax purposes by certain categories of taxpayers who incurred expenses taken into account by the taxpayer using a coefficient of 2 when forming the initial cost of intangible assets in the form of exclusive rights to computer programs and databases included in the unified register of Russian programs for electronic computers and databases related to the field of artificial intelligence (clause 3 of Article 257 of the Tax Code of the Russian Federation) (621) (thousand rubles)","Сумма налоговых расходов, учитываемых для целей налогообложения отдельными категориями налогоплательщиков,  произведших расходы, учтенных налогоплательщиком с применением коэффициента 2 при формировании первоначальной стоимости нематериальных активов в виде исключительных прав на программы для ЭВМ и базы данных, включенные в единый реестр российских программ для электронных вычислительных машин и баз данных, относящиеся к сфере искусственного интеллекта (пункт 3 статьи 257 НК РФ) (621) (тыс. руб.)","integer"
"G410","The amount of tax expenses taken into account for tax purposes by certain categories of taxpayers, expenses related to the acquisition of the right to use, under agreements with the copyright holder (under license and sublicense agreements), computer programs and databases (including expenses for the acquisition of exclusive rights to computer programs worth less than the amount of the value of depreciable property), included in the unified register of Russian programs for electronic computers and databases related to the field of artificial intelligence, taken into account by the taxpayer using the coefficient 2 (subparagraph 26 of paragraph 1 of Article 264 of the Tax Code of the Russian Federation) (622) (thousand rubles)","Сумма налоговых расходов, учитываемых для целей налогообложения отдельными категориями налогоплательщиков,  расходов, связанных с приобретением права на использование по договорам с правообладателем (по лицензионным и сублицензионным соглашениям) программ для ЭВМ и баз данных (включая расходы на приобретение исключительных прав на программы для ЭВМ стоимостью менее суммы стоимости амортизируемого имущества), включенных в единый реестр российских программ для электронных вычислительных машин и баз данных, относящихся к сфере искусственного интеллекта, учтенных налогоплательщиком с применением коэффициента 2 (подпункт 26 пункта 1 статьи 264 НК РФ) (622)(тыс.руб.)","integer"
