"field name","english description","russian description","format"
"G167","Tax on additional income from the extraction of hydrocarbon raw materials in subsoil areas located fully or partially in the territories specified in subparagraph 1 of paragraph 1 of Article 333.45 of the Tax Code of the Russian Federation","Налог на дополнительный доход от добычи углеводородного сырья на участках недр, расположенных полностью или частично на территориях, указанных в подпункте 1 пункта 1 статьи 333.45 Налогового кодекса Российской Федерации","integer"
"G168"," Tax on additional income from the extraction of hydrocarbon raw materials in subsoil areas located wholly or partially in the territories specified in subparagraph 2 of paragraph 1 of Article 333.45 of the Tax Code of the Russian Federation","Налог на дополнительный доход от добычи углеводородного сырья на участках недр, расположенных полностью или частично на территориях, указанных в подпункте 2 пункта 1 статьи 333.45 Налогового кодекса Российской Федерации","integer"
"G169","Tax on additional income from the extraction of hydrocarbon raw materials in subsoil areas located wholly or partially in the territories specified in subparagraph 3 of paragraph 1 of Article 333.45 of the Tax Code of the Russian Federation (with the exception of subsoil areas with a historical degree of depletion of oil reserves greater than 0.8 or equal to 0.8)","Налог на дополнительный доход от добычи углеводородного сырья на участках недр, расположенных полностью или частично на территориях, указанных в подпункте 3 пункта 1 статьи 333.45 Налогового кодекса Российской Федерации (за исключением участков недр, имеющих историческую степень выработанности запасов нефти больше 0,8 или равную 0,8)","integer"
"G170"," Tax on additional income from the extraction of hydrocarbon raw materials in subsoil areas located wholly or partially in the territories specified in subparagraph 4 of paragraph 1 of Article 333.45 of the Tax Code of the Russian Federation","Налог на дополнительный доход от добычи углеводородного сырья на участках недр, расположенных полностью или частично на территориях, указанных в подпункте 4 пункта 1 статьи 333.45 Налогового кодекса Российской Федерации","integer"
"G171","Tax on additional income from the extraction of hydrocarbon raw materials in subsoil areas located wholly or partially in the territories specified in subparagraph 5 of paragraph 1 of Article 333.45 of the Tax Code of the Russian Federation","Налог на дополнительный доход от добычи углеводородного сырья на участках недр, расположенных полностью или частично на территориях, указанных в подпункте 5 пункта 1 статьи 333.45 Налогового кодекса Российской Федерации","integer"
"G172"," Tax on additional income from the extraction of hydrocarbon raw materials in subsoil areas with a historical degree of depletion of oil reserves greater than 0.8 or equal to 0.8, located wholly or partially in the territories specified in subparagraph 3 of paragraph 1 of Article 333.45 of the Tax Code of the Russian Federation","Налог на дополнительный доход от добычи углеводородного сырья на участках недр, имеющих историческую степень выработанности запасов нефти больше 0,8 или равную 0,8, расположенных полностью или частично на территориях, указанных в подпункте 3 пункта 1 статьи 333.45 Налогового кодекса Российской Федерации","integer"
"G173","Tax on the profits of organizations, transferred before January 1, 2005 to local budgets, mobilized in the territories of intra-city municipalities of cities of federal significance","Налог на прибыль организаций, зачислявшийся до 1 января 2005 года в местные бюджеты, мобилизуемый на территориях внутригородских муниципальных образований городов федерального значения","integer"
"G174"," Corporate income tax, credited to local budgets before January 1, 2005, collected in the territories of urban districts","Налог на прибыль организаций, зачислявшийся до 1 января 2005 года в местные бюджеты, мобилизуемый на территориях городских округов","integer"
"G175"," Tax on the profit of organizations, transferred before January 1, 2005 to local budgets, mobilized in the territories of urban districts with intra-city division","Налог на прибыль организаций, зачислявшийся до 1 января 2005 года в местные бюджеты, мобилизуемый на территориях городских округов с внутригородским делением","integer"
"G176","Corporate income tax, credited to local budgets before January 1, 2005, collected in the territories of inner-city districts","Налог на прибыль организаций, зачислявшийся до 1 января 2005 года в местные бюджеты, мобилизуемый на территориях внутригородских районов","integer"
"G177"," Corporate income tax, credited to local budgets before January 1, 2005, collected in the territories of municipal districts","Налог на прибыль организаций, зачислявшийся до 1 января 2005 года в местные бюджеты, мобилизуемый на территориях муниципальных округов","integer"
"G178"," Corporate income tax, credited to local budgets before January 1, 2005, collected in municipal districts","Налог на прибыль организаций, зачислявшийся до 1 января 2005 года в местные бюджеты, мобилизуемый на территориях муниципальных районов","integer"
"G179"," Excise taxes on natural gas","Акцизы на  природный газ","integer"
"G180"," Payments for the extraction of common minerals collected in the territories of urban districts","Платежи за добычу общераспространенных полезных ископаемых, мобилизуемые на территориях городских округов","integer"
"G181","Payments for the extraction of common minerals collected in municipal districts","Платежи за добычу общераспространенных полезных ископаемых, мобилизуемые на территориях муниципальных районов","integer"
"G182"," Payments for the extraction of common minerals, mobilized in the territories of urban districts with intra-urban division","Платежи за добычу общераспространенных полезных ископаемых, мобилизуемые на территориях городских округов с внутригородским делением","integer"
"G183"," Payments for the extraction of common minerals collected in the territories of municipal districts","Платежи за добычу общераспространенных полезных ископаемых, мобилизуемые на территориях муниципальных округов","integer"
"G184"," Payments for the extraction of hydrocarbon raw materials","Платежи за добычу углеводородного сырья","integer"
"G185"," Payments for groundwater extraction","Платежи за добычу подземных вод","integer"
"G186"," Payments for the extraction of other minerals","Платежи за добычу других полезных ископаемых","integer"
"G187"," Regular payments (royalties)","Регулярные платежи (роялти)","integer"
"G188","Annual payments for prospecting and exploration work","Ежегодные платежи за проведение поисковых и разведочных работ","integer"
"G189"," Payments for the use of mineral resources","Платежи за пользование минеральными ресурсами","integer"
"G190"," Forest taxes in terms of minimum rates of payment for timber sold on the stand (for obligations arising before January 1, 2005)","Лесные подати в части минимальных ставок платы за древесину, отпускаемую на корню (по обязательствам, возникшим до 1 января 2005 года)","integer"
"G191"," Rent for the use of forest resources and forests of other categories in terms of minimum rates of payment for timber sold on the stand (for obligations that arose before January 1, 2005)","Арендная плата за пользование лесным фондом и лесами иных категорий в части минимальных ставок платы за древесину, отпускаемую на корню (по обязательствам, возникшим до 1 января 2005 года)","integer"
"G192"," Corporate property tax","Налог  на имущество предприятий","integer"
"G193","Vehicle Owner's Tax and Vehicle Purchase Tax","Налог с владельцев транспортных средств и налог на приобретение автотранспортных средств","integer"
"G194"," Road user tax","Налог на пользователей автомобильных дорог","integer"
"G195"," Tax on property transferred by inheritance or gift","Налог с имущества переходящего в порядке наследования или дарения","integer"
"G196"," Land tax (on obligations arising before January 1, 2006), mobilized in the territories of intra-city municipalities of cities of federal significance","Земельный налог (по обязательствам, возникшим до 1 января 2006 года), мобилизуемый на территориях внутригородских муниципальных образований городов федерального значения","integer"
"G197"," Land tax (for obligations arising before January 1, 2006), mobilized in the territories of urban districts","Земельный налог (по обязательствам, возникшим до 1 января 2006 года),  мобилизуемый на территориях городских округов","integer"
"G198","Land tax (for obligations arising before January 1, 2006), mobilized in the territories of urban districts with intra-urban division","Земельный налог (по обязательствам, возникшим до 1 января 2006 года), мобилизуемый на территориях городских округов с внутригородским делением","integer"
"G199"," Land tax (for obligations arising before January 1, 2006), mobilized in the territories of municipal districts","Земельный налог (по обязательствам, возникшим до 1 января 2006 года), мобилизуемый на территориях муниципальных округов","integer"
"G200"," Land tax (for obligations arising before January 1, 2006), mobilized in inter-settlement territories","Земельный налог (по обязательствам, возникшим до 1 января 2006 года),  мобилизуемый на межселенных территориях","integer"
"G201"," Land tax (for obligations arising before January 1, 2006), mobilized in the territories of rural settlements","Земельный налог (по обязательствам, возникшим до 1 января 2006 года), мобилизуемый на территориях сельских поселений","integer"
"G202","Land tax (for obligations arising before January 1, 2006), mobilized in the territories of urban settlements","Земельный налог (по обязательствам, возникшим до 1 января 2006 года), мобилизуемый на территориях городских поселений","integer"
"G203"," Tax on the sale of fuels and lubricants","Налог на реализацию горюче-смазочных материалов","integer"
"G204"," Tax on securities transactions","Налог на операции с ценными бумагами","integer"
"G205"," Fee for the use of the names ""Russia"", ""Russian Federation"" and words and phrases formed on their basis","Сбор за использование наименований «Россия», «Российская Федерация» и образованных на их основе слов и словосочетаний","integer"
"G206"," Tax on the purchase of foreign currency and payment documents denominated in foreign currency","Налог на покупку иностранных денежных знаков и платежных документов, выраженных в иностранной валюте","integer"
"G207"," Other taxes and fees","Прочие налоги и сборы","integer"
"G208","Tax on the extraction of minerals in the form of natural diamonds in the part of the tax calculated by taxpayers in which the Russian Federation directly participates and the share of such participation is at least 33 percent, for the tax period beginning from February 1, 2023 to March 31, 2023 inclusive, during the extraction of natural diamonds in the aggregate of all subsoil areas, the license for the use of which is issued to such organizations in accordance with the legislation of the Russian Federation on subsoil","Налог на добычу полезных ископаемых в виде природных алмазов в части налога, исчисленного налогоплательщиками, в которых прямо участвует Российская Федерация и доля такого участия составляет не менее 33 процентов, за налоговый период, начало которого приходится на период с 1 февраля 2023 года по 31 марта 2023 года включительно, при добыче природных алмазов по совокупности всех участков недр, лицензия на пользование которыми выдана таким организациям в соответствии с законодательством Российской Федерации о недрах","integer"
"G209"," Sales tax","Налог с продаж","integer"
"G210"," fee for the needs of educational institutions collected from legal entities","Сбор на нужды образовательных учреждений, взимаемый с юридических лиц","integer"
"G211"," Other taxes and fees","Прочие налоги и сборы","integer"
"G212"," Advertising tax collected in the territories of intra-city municipalities of cities of federal significance","Налог на рекламу, мобилизуемый на территориях внутригородских муниципальных образований городов федерального значения","integer"
"G213"," Advertising tax mobilized in the territories of urban districts","Налог на рекламу, мобилизуемый на территориях городских округов","integer"
"G214"," Advertising tax mobilized in the territories of urban districts with intra-city divisions","Налог на рекламу, мобилизуемый на территориях городских округов с внутригородским делением","integer"
"G215"," Advertising tax mobilized in the territories of municipal districts","Налог на рекламу, мобилизуемый на территориях муниципальных округов","integer"
"G216"," Advertising tax mobilized in the territories of municipal districts","Налог на рекламу, мобилизуемый на территориях муниципальных районов","integer"
"G217","Resort tax collected in the territories of urban districts","Курортный сбор, мобилизуемый на территориях городских округов","integer"
"G218"," Resort tax collected in municipal districts","Курортный сбор, мобилизуемый на территориях муниципальных округов","integer"
"G219"," Resort tax collected in municipal districts","Курортный сбор, мобилизуемый на территориях муниципальных районов","integer"
"G220"," Targeted fees from citizens and enterprises, institutions, and organizations for the maintenance of the police, for the improvement of territories, for educational needs, and for other purposes mobilized in the territories of intra-city municipalities of cities of federal significance","Целевые сборы с граждан и предприятий, учреждений, организаций на содержание милиции, на благоустройство территорий, на нужды образования и другие цели, мобилизуемые на территориях внутригородских муниципальных образований городов федерального значения","integer"
"G221","Targeted collections from citizens and enterprises, institutions, and organizations for the maintenance of the police, for the improvement of territories, for educational needs, and for other purposes mobilized in the territories of urban districts","Целевые сборы с граждан и предприятий, учреждений, организаций на содержание милиции, на благоустройство территорий, на нужды образования и другие цели, мобилизуемые на территориях городских округов","integer"
"G222"," Targeted collections from citizens and enterprises, institutions, and organizations for the maintenance of the police, for the improvement of territories, for educational needs, and for other purposes mobilized in the territories of urban districts with intra-city divisions","Целевые сборы с граждан и предприятий, учреждений, организаций на содержание милиции, на благоустройство территорий, на нужды образования и другие цели, мобилизуемые на территориях городских округов с внутригородским делением","integer"
"G223","Targeted collections from citizens and enterprises, institutions, and organizations for the maintenance of the police, for the improvement of territories, for educational needs, and for other purposes mobilized in the territories of municipal districts","Целевые сборы с граждан и предприятий, учреждений, организаций на содержание милиции, на благоустройство территорий, на нужды образования и другие цели, мобилизуемые на территориях муниципальных округов","integer"
"G224"," Targeted collections from citizens and enterprises, institutions, and organizations for the maintenance of the police, for the improvement of territories, for educational needs, and for other purposes mobilized in the territories of municipal districts","Целевые сборы с граждан и предприятий, учреждений, организаций на содержание милиции, на благоустройство территорий, на нужды образования и другие цели, мобилизуемые на территориях муниципальных районов","integer"
"G225"," Other local taxes and fees collected in the territories of intra-city municipalities of cities of federal significance","Прочие местные налоги и сборы, мобилизуемые на территориях внутригородских муниципальных образований городов федерального значения","integer"
"G226","Other local taxes and fees collected in the territories of urban districts","Прочие местные налоги и сборы,  мобилизуемые на территориях городских округов","integer"
"G227"," Other local taxes and fees collected in the territories of urban districts with intra-city divisions","Прочие местные налоги и сборы, мобилизуемые на территориях городских округов с внутригородским делением","integer"
"G228"," Other local taxes and fees collected in the territories of inner-city districts","Прочие местные налоги и сборы, мобилизуемые на территориях внутригородских районов","integer"
"G229"," Other local taxes and fees collected in the territories of municipal districts","Прочие местные налоги и сборы, мобилизуемые на территориях муниципальных округов","integer"
"G230"," Other local taxes and fees collected in municipal districts","Прочие местные налоги и сборы,  мобилизуемые на территориях  муниципальных районов","integer"
"G231","Debt on taxes, fees and other mandatory payments accrued by taxpayers after the date of re-registration in accordance with the legislation of the Russian Federation, credited to the budget of the Republic of Crimea","Задолженность по налогам, сборам и иным обязательным платежам, образовавшаяся у налогоплательщиков после даты перерегистрации в соответствии с законодательством Российской Федерации, зачисляемая в бюджет Республики Крым","integer"
"G232"," Debt on taxes, fees and other mandatory payments accrued by taxpayers after the date of re-registration in accordance with the legislation of the Russian Federation, credited to the budget of the federal city of Sevastopol","Задолженность по налогам, сборам и иным обязательным платежам, образовавшаяся у налогоплательщиков после даты перерегистрации в соответствии с законодательством Российской Федерации, зачисляемая в бюджет города федерального значения Севастополя","integer"
"G233","Debt (overpayment) on taxes, fees and other mandatory payments incurred by taxpayers before January 1, 2023, credited to the budgets of the budget system of the Donetsk People's Republic","Задолженность (переплата) по налогам, сборам и иным обязательным платежам, образовавшаяся у налогоплательщиков до 1 января 2023 года, зачисляемая в бюджеты бюджетной системы Донецкой Народной Республики","integer"
"G234"," Debt (overpayment) on taxes, fees and other mandatory payments incurred by taxpayers before January 1, 2023, credited to the budgets of the budget system of the Luhansk People's Republic","Задолженность (переплата) по налогам, сборам и иным обязательным платежам, образовавшаяся у налогоплательщиков до 1 января 2023 года, зачисляемая в бюджеты бюджетной системы Луганской Народной Республики","integer"
"G235","Debt (overpayment) on taxes, fees and other mandatory payments incurred by taxpayers before January 1, 2023, credited to the budgets of the budget system of the Kherson region","Задолженность (переплата) по налогам, сборам и иным обязательным платежам, образовавшаяся у налогоплательщиков до 1 января 2023 года, зачисляемая в бюджеты бюджетной системы Херсонской области","integer"
"G236"," Debt (overpayment) on taxes, fees and other mandatory payments incurred by taxpayers before January 1, 2023, credited to the budgets of the budget system of the Zaporizhzhia region","Задолженность (переплата) по налогам, сборам и иным обязательным платежам, образовавшаяся у налогоплательщиков до 1 января 2023 года, зачисляемая в бюджеты бюджетной системы Запорожской области","integer"
"G237"," Regular payments for the use of subsoil resources when using subsoil resources on the territory of the Russian Federation","Регулярные платежи за пользование недрами при пользовании недрами  на территории Российской Федерации","integer"
"G238","Regular payments for the use of subsoil resources from subsoil users engaged in prospecting and exploration of deposits on the continental shelf and in the exclusive economic zone of the Russian Federation, as well as outside the Russian Federation in territories under the jurisdiction of the Russian Federation","Регулярные платежи за пользование недрами с пользователей недр, осуществляющих поиск и разведку месторождений на  континентальном шельфе и в исключительной  экономической зоне Российской Федерации, а также за пределами Российской Федерации на территориях, находящихся под юрисдикцией Российской Федерации","integer"
"G239"," Recycling fee","Утилизационный сбор","integer"
"G240"," Fines for tax offenses established by Chapter 16 of the Tax Code of the Russian Federation","Штрафы за налоговые правонарушения, установленные Главой 16 Налогового кодекса Российской Федерации","integer"
"G241"," Fines for violations by the bank of obligations established by Chapter 18 of the Tax Code of the Russian Federation","Штрафы за нарушения банком обязанностей, установленных Главой 18 Налогового кодекса Российской Федерации","integer"
"G242","Fines, penalties, and interest paid in the event of a delay in the fulfillment by a supplier (contractor, performer) of obligations stipulated by a government contract concluded by a federal government agency, federal state institution, or state corporation","Штрафы, неустойки, пени, уплаченные в случае просрочки исполнения поставщиком (подрядчиком, исполнителем) обязательств, предусмотренных государственным контрактом, заключенным федеральным государственным органом, федеральным казенным учреждением, государственной корпорацией","integer"
"G243"," Other fines, penalties, and fines paid in accordance with the law or agreement in the event of failure to fulfill or improper fulfillment of obligations to a federal government agency, a federal state institution, or the Central Bank of the Russian Federation","Иные штрафы, неустойки, пени, уплаченные в соответствии с законом или договором в случае неисполнения или ненадлежащего исполнения обязательств перед федеральным государственным органом, федеральным казенным учреждением, Центральным банком Российской Федерации","integer"
"G244","Compensation for damages in the event of insured events, when the beneficiaries are the recipients of funds credited to the federal budget","Возмещение ущерба при возникновении страховых случаев, когда выгодоприобретателями выступают получатели средств, зачисляемый в федеральный бюджет","integer"
"G245"," Other compensation for damage caused to federal property (except for property assigned to budgetary (autonomous) institutions, unitary enterprises)","Прочее возмещение ущерба, причиненного федеральному имуществу (за исключением имущества, закрепленного за бюджетными (автономными) учреждениями, унитарными предприятиями)","integer"
"G246","Other compensation for damage caused to property owned by a constituent entity of the Russian Federation (except for property assigned to federal budgetary (autonomous) institutions, unitary enterprises)","Прочее возмещение ущерба, причиненного имуществу, находящемуся в собственности субъекта Российской Федерации (за исключением имущества, закрепленного за федеральными бюджетными (автономными) учреждениями, унитарными предприятиями)","integer"
"G247","Payments for the purpose of compensating for losses caused by failure to conclude a government contract with a federal government agency (federal state institution, state corporation), as well as other monetary funds subject to transfer to the federal budget for violation of the legislation of the Russian Federation on the contract system in the sphere of procurement of goods, works, services to meet state and municipal needs (with the exception of a government contract financed from the Federal Road Fund)","Платежи в целях возмещения убытков, причиненных уклонением от заключения с федеральным государственным органом (федеральным казенным учреждением, государственной корпорацией) государственного контракта, а также иные денежные средства, подлежащие зачислению в федеральный бюджет за нарушение законодательства Российской Федерации о контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд (за исключением государственного контракта, финансируемого за счет средств Федерального дорожного фонда)","integer"
"G248","Payments for the purpose of compensating for damages upon termination of a government contract concluded with a federal government agency (federal state institution, state corporation) in connection with the unilateral refusal of the contractor to perform it (with the exception of a government contract financed from the Federal Road Fund)","Платежи в целях возмещения ущерба при расторжении государственного контракта, заключенного с федеральным государственным органом (федеральным казенным учреждением, государственной корпорацией), в связи с односторонним отказом исполнителя (подрядчика) от его исполнения (за исключением государственного контракта, финансируемого за счет средств Федерального дорожного фонда)","integer"
"G249","The amounts of penalties established by the Tax Code of the Russian Federation, distributed in accordance with subparagraph 1 of paragraph 11 of Article 46 of the Budget Code of the Russian Federation (federal government bodies, the Bank of Russia, governing bodies of state extra-budgetary funds of the Russian Federation)","Суммы пеней, установленных Налоговым кодексом Российской Федерации, распределяемые в соответствии с подпунктом 1 пункта 11 статьи 46 Бюджетного кодекса Российской Федерации (федеральные государственные органы, Банк России, органы управления государственными внебюджетными фондами Российской Федерации)","integer"
"G250"," Amounts of interest established by the Tax Code of the Russian Federation (interest on the relevant payment)","Суммы процентов, установленных Налоговым кодексом Российской Федерации (проценты по соответствующему платежу)","integer"
"G251","Amounts of interest established by the Tax Code of the Russian Federation (payment of interest accrued on amounts of overpaid (collected) payments, as well as in case of violation of the terms of their return)","Суммы процентов, установленных Налоговым кодексом Российской Федерации (уплата процентов, начисленных на суммы излишне взысканных (уплаченных) платежей, а также при нарушении сроков их возврата)","integer"
