G0;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414
Владимирская область;755 057 763;41 593 938;41 529 571;10 679 780;684 214 330;46 048 082;55 126 225;11 723 294;405 380;231 281;637 251;1 212 628;132 746;9 314;57 150 153;7 010 362;242;50 139 791;6 486 645;9 659 880;1 002 795;3 024;1 531 380;162 417;1 362 889;25 178;136 655;2 517;1 402 072;368 078;18;0;0;0;0;0;8 405;9 906 737;16 758 764;6 110;625;1 514;1 051;1 017;1 374;1 827 591;116 541;1 698 941;114 004;132 068;2 537;26 414;507;2 641;51;3 418;0;266;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 427 608;4 821 182;182 898;36 580;3 658;576 472;13;3;1 058;1 059;0;1;0;0;2;1;0;0;0;0;0;0;0;0;194 168;192 956;3 113 146;2 803 097;7 909;5 307;270 193;5 028 032;2 548 180;5 836 278;89;2 840 217;0;0;0;0;0;0;0;0;915 702;4 554;1 999 995;1 080;0;0;0;0;23 608;0;34 345;0;0;602 907;14;100;159 918;1 076 359;395;1;1 931;3;7;1;0;0;0;0;0;0;74 651;2;6 222;2;0;0;0;0;0;0;0;0;0;0;5 641;2;0;0;0;0;0;0;18 090;2;10 843;3;0;0;0;0;48 378;8;2 454;5;71 704;22;35 513;33;0;0;0;0;1 784;1;79 976;12;54 480;6;8 313;1;0;0;2 286;1;35 477;30;0;0;0;0;0;0;236;1;0;0;14 272 286;3 724;1 055 855;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19 142;14;0;0;0;0;1 457 960;8;0;0;7 001;1;2 229;3;0;0;0;0;4 130 700;21;0;0;19 288;15;0;0;0;0;24 388;22;56 216;22;61 287;42;2 928;6;3 000;1;0;0;43 274;4;4 285 408;30;112 187;15;13 646;6;169 879;20;0;0;45 794;3;0;0;0;0;4 519;1;4 831;6;0;0;0;0;14 040;4;0;0;3 335;5;0;0;0;0;0;0;150;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13 960;23;0;0;176 188;3;0;0;22 790;60;0;0;48 277;2;862;2;0;0;4 789;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Волгоградская область;860 599 526;98 662 803;65 814 364;20 235 581;800 847 413;117 446 186;72 853 668;13 547 232;455 428;327 933;786 186;958 778;540 160;19 640;52 727 146;8 739 320;365;43 987 826;12 744 358;8 672 938;879 755;0;1 401 186;139 555;461 623;55 199;46 135;5 518;1 747 864;124 625;15;0;0;0;0;0;0;19 075 706;57 329 546;8 359;1 308;3 193;2 165;2 982;2 602;4 168 988;61 884;3 804 078;60 192;365 432;1 692;73 086;338;7 309;34;523;0;445;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29 567 228;24 669 389;5 474 996;1 095 000;109 500;577 157;186;17;13 510 922;12 876 557;810 418;191 734;162 084;16 208;7;3;7;2;0;0;0;0;0;0;5 208 676;5 131 508;17 222 015;16 322 913;6 895;9 448;877 840;23 930 444;1 481 136;1 672 115;628;335 781;0;0;0;0;0;0;115 000;0;1 919 829;23 631;1 511 011;1 692;20 000;0;0;0;0;0;701 741;0;0;228 744;8;114;575 628;2 644 079;814;1;345;1;0;0;0;0;0;0;0;0;34 312;2;113;1;0;0;0;0;0;0;11 352;1;0;0;75 992;2;0;0;0;0;0;0;0;0;7 930;3;0;0;0;0;7 552;13;38 971;6;7 543;19;71 774;48;0;0;8 955;3;3 342;4;203 556;29;15 603;14;36 256;14;4 371;7;1 471;1;56 274;51;0;0;0;0;0;0;466;1;0;0;18 473 160;3 199;61 545;11;0;0;0;0;0;0;0;0;0;0;39 861;2;37 119;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49 796;22;186 102;4;0;0;3 837 107;15;0;0;5 008;2;3 584;1;0;0;0;0;5 562 484;33;0;0;14 247;3;0;0;0;0;820 209;186;154 474;17;276 091;164;6 264;2;0;0;0;0;410 498;17;606 969;59;115 914;28;71 839;6;98 440;18;0;0;158 394;9;0;0;3 499;10;60 950;22;68 728;16;0;0;0;0;7 557;9;71;2;5 956;8;0;0;0;0;0;0;27 623;6;147;1;0;0;5 660;1;0;0;0;0;0;0;0;0;0;0;44 406;24;0;0;17 707;4;0;0;57 683;16;0;0;123 341;6;10 194;6;1 016;1;6 781;11;0;0;0;0;2 631;0;32 355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6
Вологодская область;1 339 537 917;40 317 545;451 487 960;85 707 929;1 213 990 618;41 981 278;399 447 216;14 855 088;291 054;167 363;20 654 394;73 605 591;12 373;112;157 930 619;71 173 803;282;86 756 816;3 926 726;17 111 793;1 735 137;817;2 195 075;222 552;383 678;36 251;38 348;3 625;14 234 760;239 570;3;0;0;0;0;0;0;61 816 421;12 492 585;9 399;982;3 123;1 097;4 102;12;1 620 019;5 618;1 534 913;4 070;90 552;1 548;18 110;310;1 811;31;5 447;0;60;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15 645 677;13 719 281;2 017 119;403 423;40 343;90 723;83;16;1 012 197;1 206 035;29 334;223 172;5 867;587;9;3;6;0;0;0;0;0;0;0;3 180 171;2 863 878;8 760 598;8 662 338;0;0;1 040 791;14 170 753;8 244 577;49 837 893;4 372;427 588;0;7 906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50 818;0;919 681;6 610;0;121 236;5;103;1 256 071;6 788 152;0;0;0;0;0;0;0;0;0;0;0;0;4 618 153;2;311 646;4;0;0;0;0;0;0;114 634;1;2 723;1;337 358;6;0;0;0;0;0;0;0;0;8 481;3;0;0;0;0;71 389;5;14 625;6;97 328;15;29 878;32;0;0;0;0;10 867;4;765 036;37;11 101;10;73 037;5;7 488;1;10 378;3;225 760;45;0;0;0;0;0;0;0;0;0;0;16 083 061;4 557;16 214 600;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89 500;37;0;0;0;0;1 457 410;9;572;1;25 000;1;0;0;0;0;0;0;3 347 358;38;1 429 500;7;10 053;7;0;0;0;0;209 301;50;6 114;25;267 294;364;9 904;6;0;0;0;0;174 908;8;87 061;10;20 104;5;14 179;7;484 569;6;0;0;48 866;3;0;0;0;0;7 125;9;2 663;6;0;0;0;0;158;3;27 199;2;44 793;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29 456;5;0;0;4 865;51;0;0;0;0;102 580;31;0;0;2 134;3;0;0;0;0;5 006 566;25;15 600 365;0;2 348 973;0;230 782;0;2 118 190;0;0;423 638;0;1 820 413;0;0;0;121;7;7
Воронежская область;2 025 923 449;77 039 164;98 998 484;9 208 569;1 959 814 031;84 307 093;105 027 724;22 481 775;1 179 713;199 078;865 961;16 172;26 364;28 016;60 747 868;7 043 438;421;53 704 570;20 089 070;10 603 479;1 074 091;890;1 603 130;161 484;998 452;19 238;102 012;1 928;1 408 688;137 435;15;0;0;0;0;0;373;16 368 526;49 286 937;15 800;1 537;6 590;1 918;5 119;2 056;3 885 521;510 339;3 643 400;480 201;294 884;32 530;58 977;6 506;5 898;651;52 764;2 392;118;43;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85 831 067;70 737 712;16 431 707;3 286 341;328 634;1 338 352;169;16;9 646;3 685;5 961;0;1 192;119;2;0;5;3;0;0;0;0;0;0;1 537 976;1 755 387;3 063 312;2 393 094;0;62 134;677 614;3 778 909;1 016 727;9 281;160;0;0;0;0;0;0;0;0;0;0;0;0;795;0;0;0;0;0;0;0;28 858;0;47 088;5;123;220 708;2 364 199;226;1;277;1;0;0;0;0;0;0;0;0;8 492;2;0;0;0;0;0;0;0;0;0;0;67;1;31 284;2;0;0;0;0;0;0;0;0;3 211;3;0;0;0;0;39 704;2;28 472;2;4 666;5;61 702;12;24;1;166;1;25 358;2;26 979;12;184;2;17 014;4;313;1;0;0;44 110;17;0;0;0;0;0;0;1 104;1;0;0;24 994 703;7 507;494 671;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121 357;10;0;0;0;0;2 530 511;17;0;0;1 260;1;0;0;0;0;0;0;6 293 444;31;10 005 775;2;3 044;1;0;0;0;0;229 678;144;234 566;25;195 465;194;0;0;0;0;0;0;322 020;15;624 369;27;142 945;18;0;0;411 686;33;0;0;303;2;0;0;40;1;71 408;4;170 075;31;0;0;0;0;735;1;587;1;6 299;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23 568;18;0;0;32 382;5;0;0;150 653;102;0;0;114 691;1;30 286;8;0;0;3 905;5;0;0;0;0;0;0;522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Ивановская область;544 887 340;38 666 663;28 500 413;3 766 267;530 914 559;43 045 310;29 106 800;5 003 127;106 153;121 927;889 829;165 382;7 702;0;12 675 429;1 792 166;196;10 883 418;5 658 484;2 126 242;217 641;141;503 451;50 308;184 259;15 215;13 517;1 522;358 433;50 336;3;0;0;0;0;0;0;5 251 565;9 040 040;6 537;784;3 747;1 164;3 824;169;1 418 429;229 574;1 271 637;220 874;149 512;10 693;29 902;2 139;2 990;214;2 720;1 990;86;15;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 293 098;2 321 463;13 362;2 672;266;41 727;8;2;6 296;6 296;0;0;0;0;2;0;0;1;0;0;0;0;0;0;46 661 868;46 205 094;4 809 527;4 666 492;0;0;159 075;737 981;189 320;103 817;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22 568;5;48;21 044;184 095;2 176;2;682;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28 992;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;1;1 932;3;1 129;6;2 602;12;0;0;0;0;1 581;1;7 939;4;15;1;332;1;707;1;0;0;10 229;14;0;0;0;0;0;0;0;0;0;0;3 873 233;1 452;21 983;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14 914;17;0;0;0;0;1 015 466;9;0;0;200;1;0;0;0;0;0;0;2 178 890;11;175 922;3;34 688;31;0;0;0;0;34 925;21;12 610;3;82 864;144;3 534;9;0;0;0;0;281 793;8;46 745;11;92 543;20;20 906;2;8 532;18;0;0;0;0;852;1;6 537;11;12 615;15;682;4;0;0;0;0;681;2;1 568;2;1 901;3;0;0;0;0;0;0;0;0;0;0;0;0;13 533;1;0;0;0;0;0;0;0;0;0;0;1 154;7;0;0;42 657;1;0;0;3 546;50;0;0;55 842;2;4 400;8;0;0;5 743;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Иркутская область;1 621 547 993;93 400 341;129 931 333;18 087 269;1 407 077 790;100 582 721;118 754 926;19 874 016;568 311;576 749;7 408 048;7 284 961;220 511;1 069;218 694 151;11 370 809;320;207 323 342;15 678 331;37 129 839;4 146 468;1 935;4 111 428;455 233;1 089 076;94 321;108 908;9 440;2 274 162;4 334 830;18;0;0;0;0;0;0;53 801 436;34 038 663;10 623;1 071;4 521;2 030;2 569;917;7 434 084;117 419;6 773 174;91 097;661 386;26 322;132 277;5 264;13 228;526;476;0;299;9;4;0;4 944;0;32 581;0;0;0;0;0;0;0;0;0;27 637;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 489 081;1 473 610;18 042;3 608;361;2 571;4;1;5 936 465;5 348 660;962 452;374 647;192 490;19 249;17;6;16;1;0;0;0;0;0;0;3 872 342;3 720 435;2 392 920;2 293 150;480 293;569 705;113 182;33 580 770;4 817 402;906 993;27 547;44 976;177 400;18 643;0;0;0;0;187 500;0;0;0;0;0;20 224;0;0;0;0;0;0;66 640;228;13 606;4;182;2 235 122;13 299 639;1 655;2;10 051;1;100;1;0;0;0;0;0;0;1 987 688;3;315 382;2;0;0;0;0;0;0;46 542;1;0;0;15 029;2;0;0;0;0;0;0;0;0;9;1;0;0;0;0;24 648;4;220 730;3;6 217;6;47 734;21;19 893;3;0;0;49 443;5;62 090;21;256;9;71 245;4;6 902;5;796;1;51 931;27;0;0;0;0;0;0;0;0;2 536;2;40 531 779;4 204;589 643;18;0;0;0;0;0;0;0;0;98;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125 149;26;14 672;3;0;0;3 191 584;10;0;0;77 672;5;0;0;0;0;1 204;3;10 706 609;27;3 244 714;4;5 586 365;9;0;0;0;0;782 852;134;127 782;17;165 148;205;359;2;0;0;0;0;1 102 549;16;2 329 716;84;887 963;77;87 326;6;143 908;44;0;0;1 748 770;14;0;0;12 319;3;35 286;22;216 178;13;0;0;0;0;10 882;7;3 631;2;2 213;1;0;0;0;0;27 792;1;754;2;160 772;2;2 699;2;0;0;0;0;0;0;0;0;0;0;0;0;22 639;61;0;0;18 000;13;0;0;45 497;45;0;0;469 939;3;35 645;5;192;1;5;1;3 472;1;0;0;0;0;2 491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
Калининградская область;666 270 034;55 047 451;78 360 516;7 896 013;639 239 066;57 716 835;69 854 996;10 460 742;862 490;307 815;358 530;5 144;40 549;3 218;36 000 715;14 344 583;367;21 656 581;4 934 159;4 330 385;433 129;796;1 164 785;116 788;469 847;14 042;47 787;1 379;2 868 916;0;0;0;0;0;0;0;11 569;22 849 617;12 997 334;4 439;1 090;3 110;1 294;2 518;35;1 997 249;27 260;1 822 284;25 649;175 949;1 758;35 190;352;3 519;35;984;23;37;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341 594 489;0;309 033 922;0;28 568 402;0;22 157;199 411;0;5 641 180;0;564 117;0;1 263 920;0;119;0;29;0;2 959 895;3 629 525;56 221;11 244;1 124;725 851;11;5;271 792;308 735;13 083;52 829;2 616;262;15;6;22;0;1 611;65 176;0;0;63 565;1;9 864 108;9 005 312;1 867 463;1 869 336;0;0;1 665;9 494 001;1 564 374;9 254 673;22 002;8 182;17 967;0;0;0;0;0;0;0;5 345 443;20 833;0;6 450;0;0;0;0;0;84 810;0;11 152;13 520;28 957;4;47;58 628;346 001;67 489;2;0;0;0;0;0;0;0;0;0;0;497;1;9 885;1;0;0;0;0;0;0;0;0;0;0;953 734;2;0;0;0;0;0;0;0;0;294;1;0;0;0;0;944;4;9 329;2;11 309;6;6 054;10;0;0;0;0;65;2;20 546;8;552;5;3 862;4;0;0;0;0;14 887;13;0;0;0;0;0;0;0;0;0;0;12 866 744;1 706;2 328 186;3;0;0;12 851;1;0;0;0;0;0;0;62 844;3;115 694;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;1;159 302;36;3 490;2;1 314;1;267 998;4;0;0;2 000;1;0;0;0;0;0;0;1 115 846;10;4 008 382;2;22 938;4;0;0;0;0;316 921;48;72 122;9;244 856;76;0;0;0;0;0;0;1 213 721;9;670 233;40;543 313;53;14;1;20 270;15;0;0;86 794;4;1 449;1;9 503;1;11 963;5;494;1;0;0;0;0;331;1;36 210;3;29 075;2;0;0;0;0;0;0;300;1;606;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37 360;7;0;0;25 985;2;0;0;26 678;7;0;0;231 615;3;41 820;9;0;0;2 166;3;450;1;0;0;36 304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3
Калужская область;785 280 719;306 304 688;93 059 574;19 633 071;740 234 509;312 173 021;79 721 316;36 840 150;508 241;60 030;419 231;7 656;35 620;551;58 599 388;19 543 364;271;39 056 024;23 018 969;7 215 987;781 121;42;1 325 917;135 987;593 445;33 485;48 391;3 348;3 908 673;595 217;21;0;0;0;0;0;449;53 772 492;62 007 287;5 208;784;2 155;1 262;982;26;2 346 981;116 665;2 002 542;115 605;347 383;1 060;69 477;212;6 948;21;2 944;0;54;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14 432 233;13 252 951;1 911 262;382 252;38 225;731 980;89;23;2 509 654;2 285 851;249 376;25 573;49 875;4 988;24;5;3;0;0;0;0;0;0;0;327 833;325 423;23 435 596;23 283 104;0;0;166 150;1 782 439;380 681;51 368;7;0;0;0;0;2 253;0;0;0;0;0;0;15 637;0;0;0;0;0;0;0;33 478;0;0;260 166;14;84;754 488;3 811 035;1 900;1;0;0;2 758;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1;76 001;2;0;0;22 752;3;0;0;1 598;7;46 022;17;0;0;0;0;11 469;1;74 499;11;2 001;5;85 586;2;38 634;5;8 695;1;76 215;20;0;0;0;0;0;0;0;0;0;0;28 742 791;2 681;1 993 809;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96 513;12;0;0;0;0;2 663 425;11;0;0;18 110;3;0;0;285 896;2;0;0;4 464 488;14;160 948;2;925 105;2;0;0;0;0;103 084;92;5 535;5;1 184 880;87;284;1;11 000;1;42;1;14 056;6;496 634;21;6 506;4;41 589;2;36 845;7;0;0;31 929;7;988;1;7 158;3;8 793;9;20 146;12;0;0;0;0;187;2;27 479;3;33 790;8;0;0;0;0;0;0;0;0;132;1;0;0;779;1;0;0;0;0;0;0;0;0;0;0;8 777;2;0;0;42 542;21;0;0;5 608;5;0;0;336 017;3;108 075;12;0;0;512;2;0;0;0;0;0;0;1 024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Камчатский край;156 649 228;28 573 502;25 864 235;92 264 201;138 053 113;30 306 300;23 214 027;93 819 031;50 420;47 072;193 184;350 376;21 556;0;21 117 071;6 309 392;48;14 807 679;3 590 932;2 961 535;296 153;0;384 981;38 715;643 594;11 732;64 386;1 174;1 261 878;0;0;0;0;0;0;0;0;21 213 929;9 541 219;864;204;576;394;628;9;517 512;37 855;481 976;36 038;35 537;3 208;7 107;642;711;64;0;1 391;22;4;0;1;14 066 456;973 682;7 565 783;882 156;0;82 999;0;4 150;0;12 450;0;1 660;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16 922 563;11 847 707;5 074 856;1 014 972;101 497;0;4;0;0;976;0;976;0;0;5;1;4;24;0;0;0;0;0;0;24 900;24 944;687 743;652 674;0;0;35 069;1 516 343;4 959 110;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 051;1;20;23 311;262 908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 659;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20 975;1;0;0;368;2;134;1;0;0;0;0;0;0;1 673;1;86;1;0;0;0;0;0;0;940;3;0;0;0;0;0;0;0;0;0;0;4 952 560;434;21 092;2;0;0;102;1;0;0;0;0;0;0;415 121;2;0;0;54 279;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18 761;11;0;0;0;0;0;0;0;0;0;0;0;0;12 919;1;0;0;955 182;4;0;0;921 768;3;0;0;0;0;29 181;19;173 471;3;25 081;12;0;0;0;0;0;0;184 989;4;544 501;7;354 703;3;487;1;31 937;2;0;0;0;0;0;0;0;0;0;0;368;1;0;0;0;0;0;0;11;1;0;0;0;0;0;0;0;0;1 270;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12 135;4;0;0;0;0;0;0;1 788;1;0;0;460 600;4;0;0;0;0;616;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кемеровская область;1 879 962 527;210 017 856;271 234 968;31 703 480;1 692 978 854;232 201 273;246 850 825;47 986 642;855 168;278 927;15 199 806;10 669 132;8 211;1 593;197 915 757;80 453 120;319;117 462 925;48 856 190;23 446 508;2 349 258;273;4 264 966;434 747;822 145;30 386;82 475;3 038;16 090 624;46 076;24;0;0;0;0;0;0;118 384 158;162 519 008;9 763;885;3 494;1 719;1 862;96;3 656 967;250 558;3 439 927;721 322;220 681;26 685;44 136;5 337;4 414;534;3 639;0;274;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 125 024;6 033 021;342 497;68 500;6 850;250 494;15;5;342 718;322 536;20 183;0;4 037;404;7;0;4;0;0;0;0;0;0;0;1 327 907;1 232 526;27 286 336;26 011 236;505 404;3 496 799;942 379;37 976 730;1 001 496;279 399;12 027;27 271;2 693;0;0;0;0;0;0;0;0;0;135 194;51 625;0;0;0;0;0;0;0;0;0;5 529;4;203;1 195 539;13 177 247;0;0;4 931;1;5 484;1;0;0;0;0;0;0;3 975 912;16;345 187;6;0;0;0;0;0;0;85 193;1;0;0;1 991 204;2;0;0;0;0;0;0;13 175;3;8 499;2;0;0;0;0;269 852;42;208 634;6;152 375;36;179 786;61;176;1;0;0;353;1;146 235;33;19 282;25;105 881;15;18 261;12;15 104;3;205 998;64;0;0;0;0;0;0;0;0;643 417;2;50 246 290;2 852;5 368 371;31;0;0;150;1;0;0;109;1;204;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61 005;16;227 113;2;0;0;1 636 478;5;0;0;10 190;1;362;1;0;0;0;0;7 603 921;36;143;1;5 893;3;0;0;0;0;241 971;76;111 789;28;292 036;523;1 102 758;2;1 450;1;0;0;2 282 053;38;1 741 242;121;2 621 073;256;81 386;6;125 634;53;0;0;225 592;4;0;0;18 108;8;32 614;42;37 052;24;0;0;0;0;1 362;4;747;2;1 365;1;32;1;0;0;0;0;23 424;2;0;0;0;0;656;1;0;0;0;0;0;0;0;0;0;0;24 177;6;0;0;40 830;6;0;0;113 653;383;0;0;0;0;6 525;8;1 600;2;0;0;0;0;0;0;9;0;878 534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;7
Кировская область;415 500 680;30 711 277;32 114 587;1 891 740;394 290 043;32 975 671;31 617 016;3 747 091;214 049;112 560;152 632;13 188;45 553;12 802;21 734 380;1 845 353;171;19 889 032;4 033 173;3 802 551;397 780;0;911 193;99 366;221 160;3 682;22 954;395;369 071;174 127;16;0;0;0;0;0;0;6 183 694;9 151 514;6 370;572;3 124;755;1 892;2 371;1 503 414;74 922;1 369 831;69 052;139 590;5 870;27 918;1 174;2 792;117;6 006;0;54;19;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18 606 454;15 673 742;3 199 460;639 892;63 988;266 748;119;16;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15 836 108;15 743 155;616 090;716 664;4;0;10 607;846 192;385 349;780;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;778;0;7;2;22 381;7;91;153 672;855 578;5 303;1;21 502;6;0;0;0;0;0;0;0;0;8 917;1;18 278;1;0;0;0;0;0;0;4 985;1;0;0;35 404;3;0;0;0;0;0;0;0;0;20 822;4;0;0;0;0;3 585;8;1 232;2;110 187;18;48 708;42;252;2;312;1;8 709;1;56 803;22;682;8;4 626;6;1 437;3;2 169;4;35 583;46;0;0;0;0;0;0;0;0;0;0;8 733 312;1 749;25 370;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 677;8;0;0;0;0;3 640 897;6;0;0;0;0;0;0;0;0;0;0;10 166 678;52;0;0;2 296 055;40;0;0;0;0;98 856;121;4;1;216 603;282;3 793;8;0;0;0;0;9 297;4;109 081;17;15 937;15;186 824;8;13 167;26;0;0;38 871;1;0;0;11 600;5;3 974;6;6 402;5;0;0;0;0;0;0;5 773;2;1 424;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109 323;10;0;0;59 865;56;0;0;9 745;2;704;2;0;0;12 206;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
