G0;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G168;G169;G170;G171;G172;G173;G174;G175;G176;G177;G178;G179;G180;G181;G182;G183;G184;G185;G186;G187;G188;G189;G190;G191;G192;G193;G194;G195;G196;G197;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G209;G210;G211;G212;G213;G214;G215;G216;G217;G218;G219;G220;G221;G222;G223;G224;G225;G226;G227;G228;G229;G230;G231;G232;G233;G234;G235;G236;G237;G238;G239;G240;G241;G242;G243;G244;G245;G246;G247;G248;G249;G250;G251;G252;G253;G254;G255;G256;G257;G258;G259;G260;G261;G262;G263;G264;G265;G266;G267;G268;G269;G270;G271;G272;G273;G274;G275;G276;G277;G278;G279;G280;G281;G282;G283;G284;G285;G286;G287;G288;G289;G290;G291;G292;G293;G294;G295;G296;G297;G298;G299;G300;G301;G302;G303;G304;G305;G306;G307;G308;G309;G310;G311;G312;G313;G314;G315;G316;G317;G318;G319;G320;G321;G322;G323;G324;G325;G326;G327;G328;G329;G330;G331;G332;G333;G334;G335;G336;G337;G338;G339;G340;G341;G342;G343;G344;G345;G346;G347;G348;G349;G350;G351;G352;G353;G354;G355;G356;G357;G358;G359;G360;G361;G362;G363;G364;G365;G366;G367;G368;G369;G370;G371;G372;G373;G374;G375;G376;G377;G378;G379;G380;G381;G382;G383;G384;G385;G386;G387;G388;G389;G390;G391;G392;G393;G394;G395;G396;G397;G398;G399;G400;G401;G402;G403;G404;G405;G406;G407;G408;G409;G410;G411;G412;G413;G414;G415;G416;G417
Владимирская область;721 149 980;76 913 756;33 224 445;7 430 492;654 525 375;83 005 939;44 600 674;13 005 917;663 262;940 225;2 430 981;1 045 650;32 584;0;53 458 313;669 692;186;52 788 641;11 773 033;10 427 524;1 583 659;2 189;2 366 732;358 016;1 200 347;9 700;180 799;1 455;133 938;130 204;19;0;0;0;0;0;8 889;3 260 897;32 968 722;5 768;641;1 347;981;895;1 310;1 851 432;71 717;1 734 219;68 515;124 685;3 202;24 937;640;3 741;96;7 572;0;282;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 521 527;3 275 314;254 442;50 888;7 633;8 229;18;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;555 172;568 459;1 734 056;1 723 796;0;0;10 260;5 957 799;6 025 696;4 067 904;74;3 201 311;0;0;0;0;0;0;0;0;743 643;534 203;3 999 989;10 560;0;0;0;0;0;0;377 166;0;9 900;912 862;18;96;169 083;2 047 409;671;1;2 336;3;539;1;0;0;0;0;0;0;328 013;2;5 330;2;0;0;0;0;0;0;0;0;0;0;6 470;2;0;0;0;0;0;0;23 676;1;10 742;3;0;0;0;0;43 249;7;2 724;4;60 262;17;34 864;26;0;0;0;0;0;0;83 841;10;56 393;3;8 368;1;0;0;2 194;1;21 358;28;0;0;0;0;0;0;4 191;1;0;0;15 454 625;2 847;1 068 593;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18 535;10;0;0;0;0;841 031;4;0;0;7 453;1;2 080;1;0;0;0;0;2 580 919;13;0;0;20 838;14;0;0;0;0;22 519;24;74 886;12;37 370;30;2 611;5;0;0;0;0;33 277;4;544 951;20;152 025;15;7 626;3;38 877;21;0;0;59 154;3;0;0;0;0;5 324;1;5 313;5;0;0;0;0;155;1;0;0;9 253;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10 579;17;0;0;0;0;0;0;5 323;38;0;0;21 068;1;859;1;0;0;241;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Волгоградская область;740 050 258;175 698 721;34 085 376;28 667 730;693 364 075;181 668 795;32 891 583;37 532 164;694 286;522 601;1 242 558;20 792;54 121;14 122;47 921 419;2 652 075;304;45 269 345;14 343 150;9 051 458;1 358 079;25;1 431 190;214 725;669 784;33 125;100 614;4 961;530 415;2 410;13;0;0;0;0;0;0;27 497 819;54 377 395;7 534;1 122;2 871;1 897;2 714;2 698;5 293 742;181 389;4 947 868;148 863;346 202;32 527;69 240;6 505;10 386;976;326;0;443;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34 133 438;27 972 032;6 975 277;1 395 057;209 258;813 871;197;19;2 216 208;2 435 967;606 279;826 041;121 256;18 188;9;3;10;2;0;0;0;0;0;0;93 273;81 674;12 497 751;11 896 041;607 766;1 452 302;645 480;13 462 803;1 850 487;1 055 462;10 241;298 472;0;11 301;0;0;0;0;13 379;0;0;5 879;602 700;2 989;0;0;0;0;0;0;470 735;618;20 582;56 061;7;108;325 884;2 396 815;0;0;97;1;0;0;0;0;0;0;0;0;12 327;2;113;1;0;0;0;0;0;0;0;0;0;0;74 728;2;0;0;0;0;0;0;0;0;5 494;2;0;0;0;0;5 335;13;29 289;7;6 402;15;46 267;44;0;0;8 363;3;3 374;4;201 395;31;11 460;14;34 311;13;3 274;6;1 508;1;59 143;46;0;0;0;0;0;0;2 055;1;0;0;20 228 484;3 190;45 675;7;0;0;0;0;0;0;0;0;0;0;0;0;18 220;1;0;0;0;0;0;0;0;0;0;0;0;0;71 649;30;241 813;4;0;0;3 097 288;12;0;0;251;2;0;0;0;0;0;0;5 636 809;33;0;0;16 126;5;0;0;0;0;741 708;164;45 670;15;321 518;130;1 587;1;0;0;0;0;462 966;13;953 221;53;111 005;41;50 086;6;28 323;16;100;1;159 701;7;0;0;3 558;10;85 955;24;63 992;10;0;0;0;0;8 499;6;95;2;3 099;5;0;0;0;0;0;0;19 231;4;198;1;0;0;3 793;1;0;0;0;0;0;0;0;0;0;0;27 132;22;0;0;11 104;3;0;0;48 328;14;0;0;46 251;2;13 951;3;799;1;7 498;12;0;0;0;0;1 463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Вологодская область;1 433 962 070;121 927 518;474 218 400;134 187 426;1 323 125 179;127 363 364;396 315 609;25 976 583;9 774 640;81 814;89 253 540;110 301 011;42 607;0;109 355 325;1 506 146;258;107 849 179;7 443 470;21 081 814;3 235 475;3 804;1 669 418;254 100;643 368;1 034 347;105 369;155 164;301 228;488 023;3;0;0;0;0;0;0;57 396 286;17 493 956;9 562;950;3 240;867;4 276;3;1 684 701;112 854;1 607 641;107 885;81 047;4 985;16 210;997;2 432;150;4 163;16;48;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15 184 007;13 300 311;2 162 836;432 567;64 885;279 140;75;11;562 760;515 490;27 831;6 063;5 566;835;8;2;8;0;0;0;0;0;0;0;836 637;802 727;7 049 284;6 785 033;0;0;264 083;63 682 404;4 028 897;74 010 331;4 415;686 295;0;5 268;0;0;0;0;0;0;0;0;0;44 212;0;0;0;0;0;0;1 082 248;0;0;63 941;5;104;2 783 835;16 851 038;0;0;0;0;0;0;0;0;0;0;0;0;4 930 382;3;168 178;4;0;0;0;0;0;0;123 755;1;1 794;1;283 168;8;0;0;0;0;0;0;0;0;523;1;0;0;0;0;157 805;6;10 542;5;106 158;15;144 816;38;0;0;13 930;1;7 203;3;902 092;40;16 004;9;51 372;3;10 359;7;27 794;2;228 229;47;0;0;0;0;0;0;0;0;0;0;35 269 816;4 725;15 563 754;33;0;0;1 520;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59 660;53;0;0;0;0;1 667 580;11;2;1;0;0;0;0;0;0;0;0;4 298 507;36;1 101 870;8;6 683;9;0;0;0;0;249 517;50;2 174;22;302 991;405;2 088;5;0;0;409;1;70 469;3;54 570;6;819;12;13 024;7;476 956;3;0;0;165 108;4;0;0;0;0;7 685;8;3 014;7;0;0;0;0;3 221;2;1;1;21 060;19;0;0;0;0;0;0;0;0;0;0;0;0;75;1;0;0;0;0;0;0;0;0;0;0;1 609;3;0;0;18 692;3;0;0;9 226;66;0;0;0;0;35 226;22;0;0;3 881;3;1;1;0;0;12 657 919;27;9 354 151;0;7 717 100;0;0;0;7 717 100;0;0;0;1 543 420;0;1 755 817;0;0;0;119;7
Воронежская область;1 760 417 411;115 548 117;73 968 253;9 641 236;1 698 301 825;122 816 818;82 055 551;18 488 618;662 743;205 865;1 830 321;45 537;24 368;0;52 855 940;1 621 401;357;51 234 540;15 892 439;10 220 724;1 537 036;345;1 995 443;299 617;864 222;66 232;129 958;9 930;324 280;26 184;9;0;0;0;0;0;349;17 043 082;48 733 921;15 865;1 509;5 795;1 778;5 348;2 318;4 280 758;525 629;3 944 663;509 498;378 867;18 597;75 773;3 719;11 366;558;42 771;2 468;161;42;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82 221 410;74 031 270;11 332 843;2 266 568;339 986;3 142 703;174;38;2;945;0;940;0;0;1;1;8;2;0;0;0;0;0;0;1 109 942;1 118 506;775 476;711 824;36 043;43 694;82 913;8 743 961;893 652;120 840;140;0;0;0;0;0;0;0;0;0;100 000;0;0;4 681;0;0;0;0;0;0;0;77 016;0;134 631;12;127;749 163;2 971 904;156;1;176;1;12;1;0;0;0;0;0;0;191 009;2;0;0;0;0;0;0;0;0;0;0;0;0;17 109;1;0;0;0;0;0;0;0;0;3 249;3;0;0;0;0;34 258;2;19 906;2;3 399;3;16 562;14;0;0;122;1;26 352;2;35 928;16;310;4;18 214;4;802;2;0;0;40 911;18;0;0;0;0;0;0;0;0;0;0;27 871 234;7 308;498 646;14;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17 406;10;0;0;0;0;622 009;13;0;0;4 291;2;0;0;0;0;0;0;6 690 653;25;10 265 028;1;1 294;1;0;0;0;0;217 666;142;46 596;25;197 107;173;1 071;1;0;0;0;0;236 925;10;252 518;23;176 698;15;61;1;304 855;29;0;0;0;0;0;0;41;1;7 074;4;175 394;27;0;0;0;0;620;1;1 175;4;2 391;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 137;13;0;0;34 140;4;0;0;169 292;105;0;0;91 463;1;33 340;11;304;1;9 420;6;0;0;0;0;0;0;12 251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
Ивановская область;461 724 097;30 825 965;10 405 980;4 672 415;447 546 340;36 154 343;12 713 898;5 639 336;120 964;226 263;2 870;302 799;3 386;367;11 993 380;233 576;161;11 759 804;6 372 199;2 312 901;352 227;8 627;410 321;62 389;241 053;12 529;31 059;1 853;46 715;38 916;4;0;0;0;0;0;0;6 408 918;14 736 315;6 481;749;3 417;1 053;3 029;114;1 677 442;235 219;1 462 537;231 846;220 052;3 856;44 010;771;6 602;116;5 147;483;143;18;32;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 247 659;2 356 027;4 460;892;134;112 828;7;3;820;820;0;0;0;0;1;0;0;1;0;0;0;0;0;0;820 360;831 074;32 561 708;22 062 459;0;0;860;369 382;323 649;39 447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42 954;4;44;22 237;177 822;385;2;265;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21 978;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;1;1 866;4;1 858;6;1 691;11;0;0;0;0;2 136;1;8 008;5;0;0;336;1;677;1;0;0;10 858;14;0;0;0;0;0;0;0;0;0;0;4 543 036;1 448;3 374;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18 629;16;0;0;0;0;383 142;8;0;0;250;1;0;0;0;0;0;0;12 050 288;11;639 692;4;19 241;29;0;0;0;0;15 457;23;16 754;3;91 684;133;7 137;12;170;1;0;0;213 472;7;78 955;10;79 345;16;22 267;2;10 224;20;0;0;0;0;950;2;6 685;11;12 194;14;1 483;5;0;0;0;0;180;2;9 841;2;941;1;0;0;0;0;0;0;0;0;0;0;200;1;0;0;0;0;0;0;0;0;0;0;0;0;8 308;9;0;0;43 566;2;0;0;2 272;45;0;0;13 504;3;6 821;7;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Иркутская область;1 706 420 032;119 715 784;89 976 494;16 181 936;1 495 475 958;121 154 942;69 609 844;28 741 830;491 165;85 353;14 987 419;1 548 196;956 160;252;215 876 231;2 025 044;227;213 851 187;15 391 560;39 147 492;6 415 535;0;3 928 451;640 031;1 548 372;49 520;232 601;7 425;405 009;3 628 019;19;0;0;0;0;0;0;21 493 376;58 574 232;10 196;1 150;5 078;1 686;1 976;1 405;6 982 708;176 830;6 235 448;130 719;755 975;46 111;151 195;9 222;22 679;1 383;8 715;0;366;9;2;0;1 883 834;15 652 475;41 135;1 519 319;9 141 265;28 155;684 059;6 511 210;11 231;38;1 106 906;0;136 768;195 336;2 246;20 515;195 336;337;351 821;0;0;4;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 667 783;1 557 243;113 177;22 635;3 395;2 637;4;1;3 488 569;3 437 998;211 446;160 874;42 289;6 343;15;6;16;1;0;0;0;0;0;0;995 909;972 168;8 387 027;8 305 623;276 253;468 406;93 641;27 807 973;3 364 840;3 010 637;1 482;0;115 128;35 214;0;0;0;0;208 126;0;0;0;0;0;0;0;0;0;0;0;0;0;2 335 896;36 712;9;166;979 447;16 739 864;2 529;3;6 808;1;0;0;0;0;0;0;0;0;860 915;3;282 686;2;0;0;0;0;0;0;38 676;1;0;0;1 594;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22 636;4;271 692;5;8 773;4;36 060;20;25 333;3;0;0;42 491;4;53 094;16;871;9;84 746;4;5 502;4;2 848;1;64 490;27;0;0;0;0;0;0;552;1;2 070;1;40 345 268;3 951;869 456;19;0;0;0;0;0;0;0;0;98;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85 578;32;15 519;2;0;0;2 262 662;6;0;0;37 988;4;0;0;0;0;301;2;10 857 806;25;3 372 628;4;2 802 305;5;0;0;0;0;813 541;117;114 121;17;173 797;187;541;2;0;0;0;0;1 589 081;33;2 557 523;93;1 040 583;72;93 565;7;76 814;31;0;0;1 775 633;17;0;0;13 233;3;36 273;23;226 508;15;0;0;0;0;11 238;9;1 368;1;983;1;0;0;0;0;0;0;29 244;3;97 501;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52 326;69;0;0;435 476;15;0;0;90 582;100;0;0;19 606;2;114 569;3;0;0;9 410;1;3 435;1;0;0;0;0;21 002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
Калининградская область;625 875 054;72 541 526;89 914 912;9 455 907;601 776 134;77 077 856;87 920 035;11 768 224;540 115;143 032;667 666;336;8 942;1 566;25 957 409;2 330 897;243;23 626 512;6 706 591;4 725 180;708 748;9 890;1 244 017;188 332;318 284;19 694;47 933;2 952;466 179;0;0;0;0;0;0;0;12 178;42 186 197;24 974 458;4 320;1 134;3 021;1 143;1 994;34;2 078 290;29 957;1 882 833;26 313;195 457;3 644;39 091;729;5 864;109;167;0;47;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356 356 011;0;328 153 311;0;29 710 509;0;44 572;252 571;0;5 644 958;0;846 635;0;1 953 943;0;129;0;40;0;2 471 951;2 626 248;117 695;23 539;3 531;271 992;15;10;183 177;188 902;9 995;15 720;1 999;300;12;8;19;0;0;49 467;0;0;49 467;1;12 466 475;12 370 869;599 599;609 053;0;0;370;3 601 137;937 760;10 550 341;39 786;230 000;165 513;0;0;0;0;0;0;0;9 595 241;17 574;0;750;0;0;0;0;0;61 121;0;997;990;87 912;5;45;463 255;530 706;57 380;1;631;2;0;0;0;0;0;0;0;0;0;0;4 134;1;0;0;0;0;0;0;0;0;0;0;826 338;2;0;0;0;0;0;0;0;0;369;2;0;0;0;0;811;3;11 058;2;9 403;5;5 551;10;0;0;284;1;53;1;23 803;8;965;5;3 398;4;0;0;0;0;20 053;12;0;0;0;0;0;0;0;0;0;0;15 195 474;1 750;1 912 340;5;0;0;1;1;0;0;0;0;0;0;133 923;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137 428;40;15 618;3;1 114;1;516 825;4;0;0;2 000;1;0;0;0;0;0;0;1 412 181;10;3 975 828;1;15 402;2;0;0;0;0;145 349;50;21 182;7;1 395 448;76;0;0;0;0;0;0;1 034 237;4;724 529;32;336 148;38;0;0;1 338;5;0;0;59 293;3;1 477;1;11 147;3;5 311;7;6 122;5;0;0;0;0;11 390;3;27 274;2;30 422;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 699;6;0;0;2 242;1;0;0;2 784;7;0;0;29;1;32 406;9;441;1;965;3;7 036;2;0;0;24 634;0;22 697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
Калужская область;1 099 580 991;288 062 634;87 071 607;20 948 410;1 021 714 869;293 148 964;88 409 892;32 633 036;572 870;137 012;5 691 748;1 905 521;20 241;3 529;71 414 379;10 604 655;227;60 809 724;18 542 623;11 419 007;1 824 290;0;1 733 411;281 403;907 831;177 144;97 104;25 874;2 120 931;742 937;24;0;403;1;0;0;643;43 405 960;74 313 965;5 218;790;2 003;1 137;976;13;2 612 544;116 417;2 312 685;115 423;306 449;994;61 290;199;9 193;30;6 591;0;60;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13 801 512;13 764 729;1 022 288;204 457;30 670;985 505;78;28;4 386 232;4 101 711;499 730;221 020;99 946;14 992;24;5;5;0;0;0;0;0;0;0;63 954;36 904;11 708 091;11 685 357;0;0;26 030;2 681 441;1 900 548;1 442 382;8;222 750;0;0;0;0;0;0;0;0;0;0;21 986;0;0;0;401 811;0;0;211 600;954 400;1 588;30 058;156 713;15;90;417 059;1 622 714;2 650;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1;55 004;2;0;0;445;2;0;0;1 363;6;32 920;19;0;0;0;0;9 099;1;104 345;14;2 376;6;88 847;3;35 861;5;9 785;1;63 427;23;0;0;0;0;0;0;0;0;0;0;28 872 721;2 681;1 748 638;10;24 088;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48 660;15;0;0;250;1;1 802 331;5;0;0;1 000;1;0;0;212 450;2;0;0;4 324 291;12;0;0;1 840 853;1;0;0;0;0;92 865;101;644;7;334 807;90;124;1;0;0;200;1;33 544;8;598 269;21;1 288;4;38 295;2;175 756;5;0;0;37 699;3;1 009;2;7 372;4;10 315;12;6 058;12;0;0;0;0;1 242;3;12 667;3;40 764;10;0;0;0;0;0;0;0;0;0;0;0;0;724;1;0;0;0;0;0;0;0;0;0;0;3 036;3;0;0;1 069 290;21;0;0;139 727;6;0;0;354 196;1;112 079;14;0;0;781;2;0;0;0;0;0;0;2 882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Камчатский край;160 709 241;20 537 802;17 693 008;1 631 303;149 568 687;23 070 867;14 291 167;2 567 699;33 394;54 669;1 032 708;438 648;9 505;43;13 544 554;1 471 155;36;12 073 399;3 853 482;2 398 723;362 199;0;462 475;69 343;990 785;12 424;148 345;1 863;294 232;0;0;0;0;0;0;0;0;14 232 545;15 965 105;790;198;536;364;339;3;592 878;38 916;538 072;35 177;54 893;3 739;10 979;748;1 647;112;87;0;27;4;1;0;13 865 985;202 195;1 676 922;9 420 391;198 662;1 560 042;2 849 410;1 767;193 414;284 941;177;9 671;284 941;177;29 012;85 482;53;5 802;0;0;76 534;1;1;6;0;0;3;0;325 904;0;284 216;0;41 688;0;0;2 084;0;6 253;0;1 251;0;0;0;2;0;0;17 990 768;12 035 462;5 963 026;1 192 605;178 891;7 720;6;1;0;0;0;0;0;0;4;0;4;21;0;0;0;0;0;0;456 281;373 451;10 992;10;127 880;127 880;10 982;1 662 437;3 537 902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;28 516;480 304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 528;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14 135;1;0;0;402;2;0;0;0;0;0;0;0;0;1 792;1;105;1;0;0;0;0;0;0;331;3;0;0;0;0;0;0;0;0;0;0;6 194 901;415;41 048;4;0;0;0;0;0;0;0;0;0;0;589 661;2;84 123;1;0;0;0;0;0;0;0;0;0;0;0;0;13 546;8;31 742;1;0;0;0;0;0;0;0;0;0;0;45 719;1;0;0;412 662;2;0;0;911 306;3;0;0;0;0;9 563;21;181 836;3;19 077;11;0;0;0;0;0;0;189 319;5;573 813;7;364 775;6;0;0;18 701;1;0;0;0;0;0;0;0;0;0;0;1 744;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;2;0;0;0;0;0;0;0;0;0;0;1 649 331;4;0;0;0;0;525;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Кемеровская область;2 466 850 567;194 937 872;283 754 497;14 916 104;2 155 847 208;216 289 504;268 255 389;28 304 204;1 457 510;2 429 064;34 861 528;1 042 192;44 253;3 998;293 210 098;41 581 576;261;251 695 427;33 303 582;50 321 250;7 550 863;62 601;6 017 655;902 937;1 557 266;30 180;233 668;4 528;8 316 315;17 835;22;0;0;0;0;0;0;93 721 448;163 523 017;9 478;849;3 355;1 555;1 799;57;4 108 472;266 203;3 857 670;236 080;244 356;30 124;48 871;6 025;7 331;904;1 327;0;311;15;2;0;0;0;46 380;0;0;46 064;0;0;316;0;0;16;0;0;47;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8 212 907;7 542 696;854 971;170 942;25 642;184 760;18;4;261 143;285 325;11 752;35 934;2 350;353;7;2;3;0;0;0;0;0;0;0;1 894 223;1 947 539;36 672 335;37 050 228;111 142;2 022 204;209 147;57 258 175;2 805 704;4 306 658;223 827;402 402;1 223;0;0;0;0;0;0;0;0;0;18 750;87 698;0;0;0;0;0;0;0;0;30;1 063;4;204;1 628 036;15 408 294;0;0;2 988;1;1;1;0;0;0;0;0;0;14 260 952;14;264 477;5;0;0;0;0;0;0;607 845;1;0;0;74 782;1;0;0;0;0;0;0;27 522;3;12 444;2;0;0;0;0;243 856;37;247 565;6;119 021;32;141 012;55;158;1;0;0;727;1;147 111;31;19 121;17;113 908;16;17 161;12;14 027;4;276 532;67;0;0;0;0;0;0;0;0;285 655;2;52 533 560;2 755;6 115 059;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105 536;21;1 450;1;0;0;726 265;5;0;0;13 720;1;381;1;0;0;0;0;6 134 370;32;27 070;1;4 420;5;0;0;0;0;221 309;71;92 258;27;328 829;541;1 566 482;2;0;0;704;1;1 721 860;34;1 046 597;81;18 907 193;289;43 841;8;276 583;57;15 902;1;325 165;4;0;0;18 140;10;39 106;49;22 447;18;0;0;0;0;7 207;6;137;1;15;1;0;0;0;0;0;0;8 929;2;0;0;0;0;12 351;2;0;0;0;0;0;0;0;0;9 977;2;32 831;6;0;0;59 248;9;0;0;119 104;328;0;0;0;0;7 544;11;4 559;3;4 191;2;0;0;0;0;0;0;1 232 879;1 697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2
Кировская область;392 892 555;35 695 962;25 922 758;2 938 104;374 512 480;40 379 616;25 338 764;4 950 777;263 196;121 773;377 566;22 695;6 440;60;18 844 856;320 997;151;18 523 859;6 596 980;3 647 985;555 679;0;785 629;118 278;255 418;8 185;38 998;1 225;64 199;56 777;12;0;0;0;0;0;493;3 172 775;16 689 043;5 469;563;2 176;515;1 871;2 395;1 825 048;98 022;1 637 845;94 562;188 947;3 458;37 789;692;5 668;104;1 742;0;70;17;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20 539 621;16 858 808;3 721 104;744 221;111 633;40 291;112;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;54 285 157;54 630 858;394 928;393 087;1 000;1 000;1 921;1 221 775;490 347;8 135;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 917;3;82;185 668;816 645;915;1;15 780;6;0;0;0;0;0;0;0;0;2 972;1;3 473;1;0;0;0;0;0;0;12 725;2;0;0;21 785;1;0;0;0;0;0;0;0;0;21 845;4;0;0;0;0;3 497;7;723;2;49 461;16;38 603;42;4;1;331;1;8 609;1;51 460;22;857;10;6 083;5;4 783;4;2 555;4;45 296;46;0;0;0;0;0;0;0;0;0;0;9 671 123;1 723;38 211;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12 221;11;0;0;0;0;3 548 021;6;0;0;0;0;0;0;0;0;0;0;8 597 322;48;131 892;2;3 930 851;49;0;0;0;0;98 676;110;239;3;251 753;172;7 386;8;0;0;0;0;10 086;3;129 689;16;3 231;11;62 361;9;12 534;18;0;0;260 393;2;0;0;12 512;5;4 327;6;5 528;5;0;0;0;0;100;1;5 806;3;1 438;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9 737;7;0;0;55 552;7;0;0;685 346;60;0;0;0;0;1 782;3;132;1;15 964;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
